# -------------------------------------------------------------------------------
#                       HWO UV SNR CALCULATIONS
# -------------------------------------------------------------------------------
# 
# Input Parameters 
# Source :M7 @10 parsec
# 
# Instrument Parameters(POLLUX) 
# Mode             : VIS
# Resolution       : 100000.0
# Wavelength Range : 4720.0-9440.0
# -------------------------------------------------------------------------------
#                         HWO SNR OUTPUTS
# -------------------------------------------------------------------------------
# Wavelength [A] Flux [ergs/cm2/s/A] Background[ergs/cm2/s/res] Flux [counts] SNR 
# 
 4712.546 -9.99000e+02  0.00000e+00  0.00000e+00          nan
 4748.235  2.87076e-15  5.65000e-20  3.06372e+03  5.53504e+01
 4750.980  2.43852e-15  5.65000e-20  2.57870e+03  5.07803e+01
 4756.471  3.14918e-15  5.65000e-20  3.02377e+03  5.49883e+01
 4759.216  2.48645e-15  5.65000e-20  2.24612e+03  4.73927e+01
 4761.961  1.50927e-15  5.65000e-20  1.41004e+03  3.75497e+01
 4770.196  8.70772e-16  5.65000e-20  6.19578e+02  2.48905e+01
 4772.941  1.01708e-15  5.65000e-20  6.08142e+02  2.46598e+01
 4775.686  1.88218e-15  5.65000e-20  9.25344e+02  3.04190e+01
 4781.176  2.16962e-15  5.65000e-20  1.30475e+03  3.61208e+01
 4783.920  1.41954e-15  5.65000e-20  1.75565e+03  4.18997e+01
 4786.665  1.83808e-15  5.65000e-20  2.33777e+03  4.83498e+01
 4789.410  2.15947e-15  5.65000e-20  2.78199e+03  5.27439e+01
 4792.155  1.60088e-15  5.65000e-20  2.08002e+03  4.56064e+01
 4803.134  1.23147e-15  5.65000e-20  1.49804e+03  3.87036e+01
 4805.879  1.73297e-15  5.65000e-20  1.99441e+03  4.46581e+01
 4811.368  1.63245e-15  5.65000e-20  1.42203e+03  3.77092e+01
 4814.113  2.85636e-16  5.65000e-20  2.11058e+02  1.45264e+01
 4819.602  1.53193e-15  5.65000e-20  7.43114e+02  2.72596e+01
 4827.836  1.67513e-15  5.65000e-20  2.32929e+03  4.82619e+01
 4830.580  1.43854e-15  5.65000e-20  2.04429e+03  4.52129e+01
 4833.325  1.41955e-15  5.65000e-20  2.02550e+03  4.50047e+01
 4836.069  1.53855e-15  5.65000e-20  2.16131e+03  4.64891e+01
 4838.814  2.19510e-15  5.65000e-20  2.92054e+03  5.40413e+01
 4844.303  1.61767e-15  5.65000e-20  1.94277e+03  4.40761e+01
 4847.047  1.66345e-15  5.65000e-20  2.11701e+03  4.60102e+01
 4849.791  1.96751e-15  5.65000e-20  2.35096e+03  4.84860e+01
 4852.536  1.49086e-15  5.65000e-20  1.54825e+03  3.93471e+01
 4855.280  1.40247e-15  5.65000e-20  1.24372e+03  3.52658e+01
 4866.257  3.66508e-15  5.65000e-20  3.75975e+03  6.13163e+01
 4869.001  2.31973e-15  5.65000e-20  3.45526e+03  5.87807e+01
 4871.745  2.21907e-15  5.65000e-20  3.38747e+03  5.82013e+01
 4877.234  1.96949e-15  5.65000e-20  3.06395e+03  5.53522e+01
 4879.978  3.13708e-15  5.65000e-20  4.70358e+03  6.85820e+01
 4882.722  2.09139e-15  5.65000e-20  2.97526e+03  5.45452e+01
 4885.466  1.65932e-15  5.65000e-20  2.33661e+03  4.83377e+01
 4888.210  2.48510e-15  5.65000e-20  3.58053e+03  5.98369e+01
 4890.954  2.83042e-15  5.65000e-20  3.91331e+03  6.25559e+01
 4893.698  2.28073e-15  5.65000e-20  2.87020e+03  5.35736e+01
 4899.186  2.37005e-15  5.65000e-20  2.21859e+03  4.71013e+01
 4904.674  2.41706e-15  5.65000e-20  1.52992e+03  3.91138e+01
 4907.418  2.65380e-15  5.65000e-20  1.29069e+03  3.59257e+01
 4910.162  2.90063e-15  5.65000e-20  3.08676e+03  5.55581e+01
 4912.905  3.18358e-15  5.65000e-20  5.08876e+03  7.13349e+01
 4915.649  3.67709e-15  5.65000e-20  6.05015e+03  7.77821e+01
 4918.393  3.42645e-15  5.65000e-20  5.79201e+03  7.61046e+01
