Wave,TAU_spectr_S,TAU_spectr_P,TAU_spectrpol,TAU_spectr,dichro_RHO,coat_Rs,coat_Rp,coat_R,echelle_Rs,echelle_Rp,echelle_R,CD_Rs,CD_Rp,CD_R,dDOPED_QE,R_percent,EFF,Read Noise,Sky,Dark,BEF,Disp_Width,XDisp_Width
287.1,0.17855,0.14355,0.12141,0.16524,0.86226,0.92502,0.92502,0.92502,0.74068,0.65926,0.71326,0.68883,0.6222,0.66199,0.51277,0.88742,0.16524,0.0,0.0,5e-06,5.65e-20,3.1,3.1
287.3,0.18033,0.14684,0.12314,0.16759,0.86245,0.92501,0.92501,0.92501,0.73305,0.65749,0.70755,0.70172,0.63705,0.67567,0.51357,0.88746,0.16759,0.0,0.0,5e-06,5.65e-20,3.1,3.1
287.5,0.18205,0.15012,0.12485,0.16991,0.86263,0.925,0.925,0.925,0.72542,0.65572,0.70184,0.71461,0.6519,0.68934,0.51438,0.8875,0.16991,0.0,0.0,5e-06,5.65e-20,3.1,3.1
287.7,0.18372,0.1534,0.12652,0.17218,0.86282,0.925,0.925,0.925,0.71779,0.65394,0.69613,0.72749,0.66674,0.70302,0.51521,0.88754,0.17218,0.0,0.0,5e-06,5.65e-20,3.1,3.1
287.9,0.18532,0.15668,0.12817,0.17441,0.86301,0.92499,0.92499,0.92499,0.71016,0.65217,0.69042,0.74038,0.68159,0.7167,0.51605,0.88758,0.17441,0.0,0.0,5e-06,5.65e-20,3.1,3.1
288.1,0.18494,0.15823,0.12842,0.17475,0.86354,0.92498,0.92498,0.92498,0.69747,0.64543,0.6797,0.75061,0.69397,0.72781,0.51691,0.88762,0.17475,0.0,0.0,5e-06,5.65e-20,3.1,3.1
288.3,0.17847,0.15427,0.12438,0.16925,0.86441,0.92497,0.92497,0.92497,0.66459,0.6188,0.64895,0.75819,0.70388,0.73635,0.51776,0.88766,0.16925,0.0,0.0,5e-06,5.65e-20,3.1,3.1
288.5,0.17179,0.15011,0.12018,0.16353,0.86528,0.92497,0.92497,0.92497,0.6317,0.59218,0.61819,0.76577,0.7138,0.74488,0.51862,0.8877,0.16353,0.0,0.0,5e-06,5.65e-20,3.1,3.1
288.7,0.16489,0.14574,0.11582,0.15759,0.86614,0.92496,0.92496,0.92496,0.59882,0.56556,0.58744,0.77336,0.72371,0.75342,0.51949,0.88774,0.15759,0.0,0.0,5e-06,5.65e-20,3.1,3.1
288.9,0.15778,0.14115,0.1113,0.15143,0.86701,0.92495,0.92495,0.92495,0.56593,0.53894,0.55669,0.78094,0.73363,0.76195,0.52035,0.88778,0.15143,0.0,0.0,5e-06,5.65e-20,3.1,3.1
289.1,0.1505,0.1364,0.10665,0.1451,0.86817,0.92495,0.92495,0.92495,0.53305,0.51232,0.52594,0.78852,0.74354,0.77049,0.52121,0.88782,0.1451,0.0,0.0,5e-06,5.65e-20,3.1,3.1
289.3,0.14193,0.1301,0.10097,0.13736,0.86963,0.92494,0.92494,0.92494,0.50016,0.4857,0.49518,0.78992,0.74562,0.77217,0.52206,0.88786,0.13736,0.0,0.0,5e-06,5.65e-20,3.1,3.1
289.5,0.13223,0.12242,0.094373,0.12839,0.87108,0.92493,0.92493,0.92493,0.46728,0.45908,0.46443,0.78514,0.73986,0.76698,0.5229,0.8879,0.12839,0.0,0.0,5e-06,5.65e-20,3.1,3.1
289.7,0.12175,0.11309,0.086992,0.11834,0.87254,0.92493,0.92493,0.92493,0.43148,0.42607,0.42961,0.78036,0.73409,0.7618,0.52373,0.8879400000000001,0.11834,0.0,0.0,5e-06,5.65e-20,3.1,3.1
289.9,0.11132,0.10384,0.079656,0.10836,0.87399,0.92492,0.92492,0.92492,0.39569,0.39305,0.3948,0.77558,0.72833,0.75662,0.52455,0.88798,0.10836,0.0,0.0,5e-06,5.65e-20,3.1,3.1
290.1,0.10097,0.094694,0.072384,0.098461,0.87567,0.92491,0.92491,0.92491,0.35989,0.36004,0.35998,0.77079,0.72257,0.75143,0.52535,0.88804,0.098461,0.0,0.0,5e-06,5.65e-20,3.1,3.1
290.3,0.090695,0.085637,0.065172,0.088647,0.87759,0.92491,0.92491,0.92491,0.32409,0.32702,0.32516,0.76601,0.7168,0.74625,0.52613,0.88812,0.088647,0.0,0.0,5e-06,5.65e-20,3.1,3.1
290.5,0.080463,0.076648,0.058,0.078889,0.8795,0.9249,0.9249,0.9249,0.28829,0.29401,0.29035,0.76123,0.71104,0.74106,0.5269,0.8882,0.078889,0.0,0.0,5e-06,5.65e-20,3.1,3.1
290.7,0.070278,0.06773,0.05087,0.069188,0.88141,0.92489,0.92489,0.92489,0.2525,0.261,0.25553,0.75645,0.70528,0.73588,0.52763,0.88828,0.069188,0.0,0.0,5e-06,5.65e-20,3.1,3.1
290.9,0.060143,0.058884,0.043783,0.059547,0.88332,0.92489,0.92489,0.92489,0.2167,0.22798,0.22071,0.75167,0.69952,0.7307,0.52834,0.88836,0.059547,0.0,0.0,5e-06,5.65e-20,3.1,3.1
291.1,0.16624,0.13143,0.11287,0.15351,0.88537,0.92488,0.92488,0.92488,0.60063,0.51124,0.571,0.74689,0.69375,0.72551,0.52902,0.88844,0.15351,0.0,0.0,5e-06,5.65e-20,3.1,3.1
291.3,0.17239,0.13747,0.11732,0.15956,0.88757,0.92487,0.92487,0.92487,0.62459,0.53722,0.59555,0.74211,0.68799,0.72033,0.52968,0.88852,0.15956,0.0,0.0,5e-06,5.65e-20,3.1,3.1
291.5,0.1785,0.14343,0.12173,0.16554,0.88977,0.92487,0.92487,0.92487,0.64854,0.5632,0.62011,0.73733,0.68223,0.71514,0.5303,0.8886000000000001,0.16554,0.0,0.0,5e-06,5.65e-20,3.1,3.1
291.7,0.18455,0.14931,0.12609,0.17146,0.89196,0.92486,0.92486,0.92486,0.67249,0.58918,0.64466,0.73255,0.67646,0.70996,0.53091,0.88868,0.17146,0.0,0.0,5e-06,5.65e-20,3.1,3.1
291.9,0.19055,0.15511,0.1304,0.17732,0.89416,0.92486,0.92486,0.92486,0.69644,0.61516,0.66922,0.72776,0.6707,0.70478,0.53148,0.88876,0.17732,0.0,0.0,5e-06,5.65e-20,3.1,3.1
292.1,0.1965,0.16084,0.13467,0.18311,0.8964,0.92485,0.92485,0.92485,0.72039,0.64114,0.69378,0.72298,0.66494,0.69959,0.53203,0.8888400000000001,0.18311,0.0,0.0,5e-06,5.65e-20,3.1,3.1
292.3,0.2024,0.16649,0.13889,0.18885,0.89868,0.92485,0.92485,0.92485,0.74434,0.66712,0.71833,0.7182,0.65918,0.69441,0.53256,0.88892,0.18885,0.0,0.0,5e-06,5.65e-20,3.1,3.1
292.5,0.20572,0.1701,0.14137,0.19222,0.90096,0.92484,0.92484,0.92484,0.75899,0.68521,0.73408,0.71342,0.65341,0.68922,0.53306,0.889,0.19222,0.0,0.0,5e-06,5.65e-20,3.1,3.1
292.7,0.20313,0.1691,0.13987,0.19017,0.90324,0.92483,0.92483,0.92483,0.75194,0.6849,0.72927,0.70864,0.64765,0.68404,0.53354,0.88908,0.19017,0.0,0.0,5e-06,5.65e-20,3.1,3.1
292.9,0.20474,0.17268,0.1416,0.19252,0.90552,0.92483,0.92483,0.92483,0.74489,0.68458,0.72447,0.71858,0.65947,0.69474,0.534,0.88916,0.19252,0.0,0.0,5e-06,5.65e-20,3.1,3.1
293.1,0.20627,0.17626,0.1433,0.19482,0.90774,0.92482,0.92482,0.92482,0.73783,0.68426,0.71967,0.72853,0.67128,0.70545,0.53444,0.88924,0.19482,0.0,0.0,5e-06,5.65e-20,3.1,3.1
293.3,0.20773,0.17984,0.14496,0.19707,0.90988,0.92482,0.92482,0.92482,0.73078,0.68394,0.71486,0.73847,0.6831,0.71616,0.53485,0.88932,0.19707,0.0,0.0,5e-06,5.65e-20,3.1,3.1
293.5,0.20914,0.18343,0.14659,0.19928,0.91202,0.92481,0.92481,0.92481,0.72373,0.68362,0.71006,0.74841,0.69492,0.72686,0.53525,0.8894,0.19928,0.0,0.0,5e-06,5.65e-20,3.1,3.1
293.7,0.21049,0.18703,0.1482,0.20146,0.91416,0.92481,0.92481,0.92481,0.71667,0.6833,0.70525,0.75836,0.70673,0.73757,0.53562,0.88948,0.20146,0.0,0.0,5e-06,5.65e-20,3.1,3.1
293.9,0.21178,0.19064,0.14978,0.2036,0.91631,0.9248,0.9248,0.9248,0.70962,0.68298,0.70045,0.7683,0.71855,0.74827,0.53598,0.88956,0.2036,0.0,0.0,5e-06,5.65e-20,3.1,3.1
294.1,0.20586,0.18729,0.14615,0.19865,0.91826,0.9248,0.9248,0.9248,0.68281,0.66193,0.67562,0.77401,0.72637,0.75485,0.53632,0.88964,0.19865,0.0,0.0,5e-06,5.65e-20,3.1,3.1
294.3,0.19823,0.18226,0.14127,0.19202,0.92003,0.92479,0.92479,0.92479,0.65105,0.6357,0.64579,0.77973,0.7342,0.76144,0.53664,0.8897200000000001,0.19202,0.0,0.0,5e-06,5.65e-20,3.1,3.1
294.5,0.19042,0.17703,0.13625,0.18519,0.9218,0.92479,0.92479,0.92479,0.6193,0.60946,0.61595,0.78544,0.74202,0.76802,0.53694,0.8898,0.18519,0.0,0.0,5e-06,5.65e-20,3.1,3.1
294.7,0.18241,0.17162,0.13108,0.17816,0.92357,0.92478,0.92478,0.92478,0.58755,0.58323,0.58612,0.79116,0.74985,0.7746,0.53722,0.88988,0.17816,0.0,0.0,5e-06,5.65e-20,3.1,3.1
294.9,0.17422,0.166,0.12577,0.17094,0.92534,0.92478,0.92478,0.92478,0.55579,0.55699,0.55628,0.79687,0.75767,0.78118,0.53749,0.88996,0.17094,0.0,0.0,5e-06,5.65e-20,3.1,3.1
295.1,0.16578,0.16015,0.12028,0.16347,0.92683,0.92478,0.92478,0.92478,0.52404,0.53076,0.52645,0.80259,0.7655,0.78777,0.53775,0.89002,0.16347,0.0,0.0,5e-06,5.65e-20,3.1,3.1
295.3,0.15712,0.15406,0.11462,0.15577,0.92806,0.92477,0.92477,0.92477,0.49229,0.50452,0.49661,0.8083,0.77332,0.79435,0.53798,0.89006,0.15577,0.0,0.0,5e-06,5.65e-20,3.1,3.1
295.5,0.14618,0.14459,0.10697,0.14536,0.92929,0.92477,0.92477,0.92477,0.4597,0.47614,0.4655,0.80394,0.76769,0.78947,0.53821,0.8901,0.14536,0.0,0.0,5e-06,5.65e-20,3.1,3.1
295.7,0.13469,0.13369,0.098687,0.13411,0.93052,0.92476,0.92476,0.92476,0.42516,0.44276,0.4314,0.79957,0.76206,0.78458,0.53842,0.89014,0.13411,0.0,0.0,5e-06,5.65e-20,3.1,3.1
295.9,0.12328,0.1229,0.090474,0.12294,0.93175,0.92476,0.92476,0.92476,0.39063,0.40937,0.39729,0.79521,0.75643,0.7797,0.53862,0.89018,0.12294,0.0,0.0,5e-06,5.65e-20,3.1,3.1
296.1,0.11191,0.11218,0.082299,0.11183,0.93264,0.92476,0.92476,0.92476,0.35609,0.37598,0.36319,0.79084,0.7508,0.77481,0.5388,0.89022,0.11183,0.0,0.0,5e-06,5.65e-20,3.1,3.1
296.3,0.10059,0.10154,0.074171,0.10078,0.93319,0.92475,0.92475,0.92475,0.32156,0.34259,0.32909,0.78648,0.74517,0.76993,0.53898,0.89026,0.10078,0.0,0.0,5e-06,5.65e-20,3.1,3.1
296.5,0.089368,0.091035,0.066124,0.089844,0.93375,0.92475,0.92475,0.92475,0.28702,0.3092,0.29499,0.78211,0.73954,0.76504,0.53914,0.8903,0.089844,0.0,0.0,5e-06,5.65e-20,3.1,3.1
296.7,0.078244,0.080657,0.058158,0.079018,0.93431,0.92475,0.92475,0.92475,0.25248,0.27582,0.26088,0.77775,0.73391,0.76016,0.53929,0.89034,0.079018,0.0,0.0,5e-06,5.65e-20,3.1,3.1
296.9,0.067219,0.070409,0.050275,0.068306,0.93486,0.92474,0.92474,0.92474,0.21795,0.24243,0.22678,0.77338,0.72828,0.75527,0.53943,0.8903800000000001,0.068306,0.0,0.0,5e-06,5.65e-20,3.1,3.1
297.1,0.18394,0.15033,0.12639,0.17171,0.93507,0.92474,0.92474,0.92474,0.59951,0.52142,0.57355,0.76902,0.72265,0.75039,0.53956,0.89042,0.17171,0.0,0.0,5e-06,5.65e-20,3.1,3.1
297.3,0.18997,0.15667,0.13086,0.17778,0.93491,0.92474,0.92474,0.92474,0.62267,0.54762,0.59767,0.76465,0.71702,0.7455,0.53969,0.89046,0.17778,0.0,0.0,5e-06,5.65e-20,3.1,3.1
297.5,0.19592,0.16288,0.13526,0.18375,0.93476,0.92473,0.92473,0.92473,0.64584,0.57382,0.62179,0.76029,0.71139,0.74062,0.5398,0.8905000000000001,0.18375,0.0,0.0,5e-06,5.65e-20,3.1,3.1
297.7,0.20179,0.16898,0.13959,0.18962,0.93461,0.92473,0.92473,0.92473,0.66901,0.60002,0.64591,0.75592,0.70576,0.73573,0.53991,0.89054,0.18962,0.0,0.0,5e-06,5.65e-20,3.1,3.1
297.9,0.20758,0.17495,0.14385,0.1954,0.93446,0.92473,0.92473,0.92473,0.69218,0.62623,0.67004,0.75156,0.70013,0.73085,0.54001,0.89058,0.1954,0.0,0.0,5e-06,5.65e-20,3.1,3.1
298.1,0.21321,0.18074,0.14798,0.20101,0.93397,0.92473,0.92473,0.92473,0.71534,0.65243,0.69416,0.74719,0.6945,0.72596,0.54011,0.89062,0.20101,0.0,0.0,5e-06,5.65e-20,3.1,3.1
298.3,0.21867,0.18634,0.15199,0.20645,0.93315,0.92472,0.92472,0.92472,0.73851,0.67863,0.71828,0.74283,0.68887,0.72108,0.5402,0.89066,0.20645,0.0,0.0,5e-06,5.65e-20,3.1,3.1
298.5,0.22404,0.19182,0.15592,0.21179,0.93234,0.92472,0.92472,0.92472,0.76168,0.70483,0.7424,0.73846,0.68324,0.71619,0.54028,0.8907,0.21179,0.0,0.0,5e-06,5.65e-20,3.1,3.1
298.7,0.22064,0.19018,0.15387,0.20899,0.93152,0.92472,0.92472,0.92472,0.75514,0.70516,0.73819,0.7341,0.67761,0.71131,0.54036,0.89074,0.20899,0.0,0.0,5e-06,5.65e-20,3.1,3.1
298.9,0.22105,0.19298,0.15483,0.21029,0.9307,0.92472,0.92472,0.92472,0.74861,0.70548,0.73398,0.7424,0.68777,0.72037,0.54044,0.89078,0.21029,0.0,0.0,5e-06,5.65e-20,3.1,3.1
299.1,0.22134,0.19572,0.15573,0.2115,0.92961,0.92472,0.92472,0.92472,0.74207,0.70581,0.72977,0.75071,0.69794,0.72944,0.54051,0.8908200000000001,0.2115,0.0,0.0,5e-06,5.65e-20,3.1,3.1
299.3,0.22152,0.1984,0.15655,0.21261,0.92825,0.92471,0.92471,0.92471,0.73554,0.70614,0.72556,0.75901,0.7081,0.7385,0.54058,0.89086,0.21261,0.0,0.0,5e-06,5.65e-20,3.1,3.1
299.5,0.22165,0.20107,0.15734,0.21368,0.92689,0.92471,0.92471,0.92471,0.729,0.70647,0.72135,0.76731,0.71827,0.74757,0.54065,0.8909,0.21368,0.0,0.0,5e-06,5.65e-20,3.1,3.1
299.7,0.22174,0.20373,0.15811,0.21472,0.92553,0.92471,0.92471,0.92471,0.72247,0.70679,0.71714,0.77562,0.72843,0.75663,0.54072,0.8909400000000001,0.21472,0.0,0.0,5e-06,5.65e-20,3.1,3.1
299.9,0.22179,0.20639,0.15886,0.21572,0.92416,0.92471,0.92471,0.92471,0.71593,0.70712,0.71293,0.78392,0.7386,0.7657,0.54079,0.89098,0.21572,0.0,0.0,5e-06,5.65e-20,3.1,3.1
300.1,0.22009,0.20733,0.15833,0.215,0.92261,0.92471,0.92471,0.92471,0.7058,0.70348,0.705,0.79033,0.74695,0.77291,0.54086,0.89102,0.215,0.0,0.0,5e-06,5.65e-20,3.1,3.1
300.3,0.21141,0.20102,0.15261,0.20723,0.92088,0.92471,0.92471,0.92471,0.67527,0.67735,0.67603,0.79486,0.75348,0.77826,0.54092,0.89106,0.20723,0.0,0.0,5e-06,5.65e-20,3.1,3.1
300.5,0.20264,0.1946,0.14682,0.19936,0.91915,0.92471,0.92471,0.92471,0.64474,0.65122,0.64705,0.79938,0.76001,0.78362,0.54099,0.8911,0.19936,0.0,0.0,5e-06,5.65e-20,3.1,3.1
300.7,0.1938,0.18806,0.14096,0.19139,0.91741,0.92471,0.92471,0.92471,0.61421,0.62508,0.61808,0.80391,0.76654,0.78898,0.54106,0.89114,0.19139,0.0,0.0,5e-06,5.65e-20,3.1,3.1
300.9,0.18487,0.18142,0.13503,0.18334,0.91568,0.92471,0.92471,0.92471,0.58368,0.59895,0.5891,0.80843,0.77307,0.79433,0.54114,0.89118,0.18334,0.0,0.0,5e-06,5.65e-20,3.1,3.1
301.1,0.17586,0.17464,0.12902,0.17517,0.91386,0.92471,0.92471,0.92471,0.55315,0.57282,0.56013,0.81296,0.77961,0.79969,0.54121,0.89122,0.17517,0.0,0.0,5e-06,5.65e-20,3.1,3.1
301.3,0.16675,0.16775,0.12293,0.1669,0.91195,0.92471,0.92471,0.92471,0.52262,0.54669,0.53115,0.81748,0.78614,0.80504,0.5413,0.89126,0.1669,0.0,0.0,5e-06,5.65e-20,3.1,3.1
301.5,0.15758,0.16074,0.11678,0.15854,0.91004,0.92471,0.92471,0.92471,0.49208,0.52056,0.50217,0.82201,0.79267,0.8104,0.54138,0.8913,0.15854,0.0,0.0,5e-06,5.65e-20,3.1,3.1
301.7,0.14653,0.15059,0.10889,0.14782,0.90813,0.92471,0.92471,0.92471,0.46059,0.4919,0.47169,0.81825,0.7874,0.80602,0.54147,0.89134,0.14782,0.0,0.0,5e-06,5.65e-20,3.1,3.1
301.9,0.13506,0.13917,0.10046,0.13638,0.90622,0.92471,0.92471,0.92471,0.42731,0.45854,0.43842,0.81448,0.78213,0.80163,0.54156,0.8913800000000001,0.13638,0.0,0.0,5e-06,5.65e-20,3.1,3.1
302.1,0.12372,0.12794,0.092157,0.1251,0.90432,0.92471,0.92471,0.92471,0.39402,0.42519,0.40514,0.81072,0.77686,0.79725,0.54167,0.89142,0.1251,0.0,0.0,5e-06,5.65e-20,3.1,3.1
302.3,0.11253,0.11688,0.083965,0.11398,0.90242,0.92471,0.92471,0.92471,0.36074,0.39184,0.37186,0.80695,0.77159,0.79287,0.54177,0.89146,0.11398,0.0,0.0,5e-06,5.65e-20,3.1,3.1
302.5,0.10148,0.106,0.075888,0.10301,0.90052,0.92471,0.92471,0.92471,0.32745,0.35849,0.33859,0.80319,0.76633,0.78848,0.54189,0.8915,0.10301,0.0,0.0,5e-06,5.65e-20,3.1,3.1
302.7,0.090567,0.095297,0.067923,0.092195,0.89862,0.92471,0.92471,0.92471,0.29417,0.32513,0.30531,0.79943,0.76106,0.7841,0.54201,0.89154,0.092195,0.0,0.0,5e-06,5.65e-20,3.1,3.1
302.9,0.079792,0.08477,0.06007,0.081534,0.89672,0.92471,0.92471,0.92471,0.26088,0.29178,0.27203,0.79566,0.75579,0.77972,0.54214,0.89158,0.081534,0.0,0.0,5e-06,5.65e-20,3.1,3.1
303.1,0.069159,0.074424,0.052334,0.071032,0.8949,0.92471,0.92471,0.92471,0.2276,0.25843,0.23875,0.7919,0.75052,0.77533,0.54227,0.89162,0.071032,0.0,0.0,5e-06,5.65e-20,3.1,3.1
303.3,0.17885,0.14913,0.12384,0.16808,0.89317,0.92471,0.92471,0.92471,0.59238,0.52237,0.56911,0.78813,0.74525,0.77095,0.54241,0.89166,0.16808,0.0,0.0,5e-06,5.65e-20,3.1,3.1
303.5,0.18455,0.15536,0.12813,0.17389,0.89143,0.92471,0.92471,0.92471,0.61521,0.54898,0.59316,0.78437,0.73998,0.76656,0.54256,0.8917,0.17389,0.0,0.0,5e-06,5.65e-20,3.1,3.1
303.7,0.19016,0.16146,0.13234,0.17961,0.8897,0.92472,0.92472,0.92472,0.63805,0.57559,0.61721,0.7806,0.73471,0.76218,0.54271,0.89174,0.17961,0.0,0.0,5e-06,5.65e-20,3.1,3.1
303.9,0.19569,0.16744,0.13649,0.18523,0.88796,0.92472,0.92472,0.92472,0.66089,0.6022,0.64126,0.77684,0.72944,0.7578,0.54287,0.89178,0.18523,0.0,0.0,5e-06,5.65e-20,3.1,3.1
304.1,0.20117,0.17331,0.14058,0.19078,0.88637,0.92472,0.92472,0.92472,0.68372,0.62882,0.66531,0.77308,0.72418,0.75341,0.54302,0.8918200000000001,0.19078,0.0,0.0,5e-06,5.65e-20,3.1,3.1
304.3,0.20661,0.1791,0.14463,0.19626,0.88493,0.92472,0.92472,0.92472,0.70656,0.65543,0.68935,0.76931,0.71891,0.74903,0.54319,0.89186,0.19626,0.0,0.0,5e-06,5.65e-20,3.1,3.1
304.5,0.21196,0.18476,0.14861,0.20166,0.88349,0.92473,0.92473,0.92473,0.72939,0.68204,0.7134,0.76555,0.71364,0.74465,0.54336,0.8919,0.20166,0.0,0.0,5e-06,5.65e-20,3.1,3.1
304.7,0.21724,0.1903,0.15252,0.20695,0.88205,0.92473,0.92473,0.92473,0.75223,0.70865,0.73745,0.76178,0.70837,0.74026,0.54353,0.8919400000000001,0.20695,0.0,0.0,5e-06,5.65e-20,3.1,3.1
304.9,0.21905,0.19282,0.154,0.20897,0.88061,0.92473,0.92473,0.92473,0.76326,0.72434,0.75003,0.75802,0.7031,0.73588,0.5437,0.89198,0.20897,0.0,0.0,5e-06,5.65e-20,3.1,3.1
305.1,0.21874,0.19465,0.15437,0.20946,0.87935,0.92473,0.92473,0.92473,0.7566,0.72365,0.7454,0.76444,0.71122,0.743,0.54388,0.892,0.20946,0.0,0.0,5e-06,5.65e-20,3.1,3.1
305.3,0.21844,0.19651,0.15475,0.20997,0.87829,0.92474,0.92474,0.92474,0.74994,0.72296,0.74078,0.77086,0.71935,0.75012,0.54406,0.892,0.20997,0.0,0.0,5e-06,5.65e-20,3.1,3.1
305.5,0.21812,0.19837,0.15512,0.21046,0.87723,0.92474,0.92474,0.92474,0.74327,0.72227,0.73615,0.77728,0.72747,0.75724,0.54424,0.892,0.21046,0.0,0.0,5e-06,5.65e-20,3.1,3.1
305.7,0.21776,0.20022,0.15546,0.21092,0.87617,0.92474,0.92474,0.92474,0.73661,0.72158,0.73152,0.78371,0.73559,0.76436,0.54443,0.892,0.21092,0.0,0.0,5e-06,5.65e-20,3.1,3.1
305.9,0.21737,0.20206,0.15579,0.21136,0.87511,0.92475,0.92475,0.92475,0.72995,0.72088,0.72689,0.79013,0.74371,0.77148,0.54461,0.892,0.21136,0.0,0.0,5e-06,5.65e-20,3.1,3.1
306.1,0.21701,0.20395,0.15613,0.21182,0.87426,0.92475,0.92475,0.92475,0.72328,0.72019,0.72227,0.79655,0.75184,0.7786,0.5448,0.892,0.21182,0.0,0.0,5e-06,5.65e-20,3.1,3.1
306.3,0.21666,0.20588,0.1565,0.21231,0.87363,0.92476,0.92476,0.92476,0.71662,0.7195,0.71764,0.80297,0.75996,0.78572,0.54499,0.892,0.21231,0.0,0.0,5e-06,5.65e-20,3.1,3.1
306.5,0.21415,0.20559,0.15526,0.21062,0.873,0.92476,0.92476,0.92476,0.70432,0.71256,0.70719,0.80781,0.76656,0.79129,0.54517,0.892,0.21062,0.0,0.0,5e-06,5.65e-20,3.1,3.1
306.7,0.20603,0.19943,0.14984,0.20326,0.87237,0.92476,0.92476,0.92476,0.67514,0.68689,0.67925,0.81108,0.77164,0.79531,0.54536,0.892,0.20326,0.0,0.0,5e-06,5.65e-20,3.1,3.1
306.9,0.19785,0.19317,0.14436,0.19582,0.87174,0.92477,0.92477,0.92477,0.64596,0.66121,0.65132,0.81434,0.77672,0.79933,0.54555,0.892,0.19582,0.0,0.0,5e-06,5.65e-20,3.1,3.1
307.1,0.18965,0.18686,0.13885,0.18834,0.87134,0.92477,0.92477,0.92477,0.61678,0.63554,0.62339,0.81761,0.7818,0.80335,0.54574,0.892,0.18834,0.0,0.0,5e-06,5.65e-20,3.1,3.1
307.3,0.18143,0.18051,0.13332,0.18083,0.87117,0.92478,0.92478,0.92478,0.5876,0.60987,0.59546,0.82087,0.78689,0.80736,0.54593,0.892,0.18083,0.0,0.0,5e-06,5.65e-20,3.1,3.1
307.5,0.17313,0.17405,0.12772,0.17323,0.87099,0.92478,0.92478,0.92478,0.55842,0.58419,0.56752,0.82414,0.79197,0.81138,0.54612,0.892,0.17323,0.0,0.0,5e-06,5.65e-20,3.1,3.1
307.7,0.16476,0.1675,0.12206,0.16555,0.87082,0.92479,0.92479,0.92479,0.52924,0.55852,0.53959,0.8274,0.79705,0.8154,0.54631,0.892,0.16555,0.0,0.0,5e-06,5.65e-20,3.1,3.1
307.9,0.15632,0.16084,0.11633,0.15778,0.87064,0.92479,0.92479,0.92479,0.50006,0.53285,0.51166,0.83067,0.80213,0.81942,0.54649,0.892,0.15778,0.0,0.0,5e-06,5.65e-20,3.1,3.1
308.1,0.14775,0.15392,0.11047,0.14983,0.87069,0.9248,0.9248,0.9248,0.47061,0.50648,0.48331,0.83393,0.80721,0.82344,0.54667,0.892,0.14983,0.0,0.0,5e-06,5.65e-20,3.1,3.1
308.3,0.13728,0.14322,0.1027,0.13929,0.87097,0.9248,0.9248,0.9248,0.43869,0.47391,0.45118,0.83069,0.80218,0.81946,0.54686,0.892,0.13929,0.0,0.0,5e-06,5.65e-20,3.1,3.1
308.5,0.12688,0.13262,0.094993,0.12883,0.87124,0.92481,0.92481,0.92481,0.40677,0.44133,0.41905,0.82745,0.79716,0.81549,0.54704,0.892,0.12883,0.0,0.0,5e-06,5.65e-20,3.1,3.1
308.7,0.11654,0.12214,0.087343,0.11845,0.87152,0.92482,0.92482,0.92482,0.37485,0.40876,0.38693,0.82421,0.79213,0.81151,0.54721,0.892,0.11845,0.0,0.0,5e-06,5.65e-20,3.1,3.1
308.9,0.10627,0.11177,0.079753,0.10815,0.87179,0.92482,0.92482,0.92482,0.34293,0.37618,0.3548,0.82097,0.7871,0.80754,0.54739,0.892,0.10815,0.0,0.0,5e-06,5.65e-20,3.1,3.1
309.1,0.096084,0.10153,0.07224,0.097961,0.87228,0.92483,0.92483,0.92483,0.31101,0.34361,0.32268,0.81773,0.78208,0.80356,0.54756,0.892,0.097961,0.0,0.0,5e-06,5.65e-20,3.1,3.1
309.3,0.085978,0.091412,0.064801,0.08787,0.87297,0.92484,0.92484,0.92484,0.27909,0.31103,0.29055,0.81449,0.77705,0.79959,0.54772,0.892,0.08787,0.0,0.0,5e-06,5.65e-20,3.1,3.1
309.5,0.075927,0.0814,0.057415,0.077852,0.87367,0.92484,0.92484,0.92484,0.24717,0.27845,0.25842,0.81125,0.77202,0.79561,0.54788,0.892,0.077852,0.0,0.0,5e-06,5.65e-20,3.1,3.1
309.7,0.065931,0.071488,0.050083,0.067908,0.87437,0.92485,0.92485,0.92485,0.21526,0.24588,0.2263,0.80801,0.767,0.79164,0.54804,0.892,0.067908,0.0,0.0,5e-06,5.65e-20,3.1,3.1
309.9,0.18327,0.1557,0.12777,0.17325,0.87506,0.92485,0.92485,0.92485,0.60011,0.53845,0.5796,0.80476,0.76197,0.78766,0.5482,0.892,0.17325,0.0,0.0,5e-06,5.65e-20,3.1,3.1
310.1,0.1895,0.16215,0.13238,0.17948,0.87595,0.92486,0.92486,0.92486,0.62219,0.56376,0.60273,0.80152,0.75694,0.78369,0.54835,0.89204,0.17948,0.0,0.0,5e-06,5.65e-20,3.1,3.1
310.3,0.19572,0.16856,0.13697,0.1857,0.87702,0.92487,0.92487,0.92487,0.64427,0.58907,0.62585,0.79828,0.75192,0.77971,0.54849,0.89212,0.1857,0.0,0.0,5e-06,5.65e-20,3.1,3.1
310.5,0.20191,0.17489,0.14152,0.19187,0.87809,0.92488,0.92488,0.92488,0.66636,0.61438,0.64897,0.79504,0.74689,0.77574,0.54863,0.8922,0.19187,0.0,0.0,5e-06,5.65e-20,3.1,3.1
