Wave,TAU_spectrpol_S,TAU_spectrpol_P,TAU_spectrpol,TAU_spectr,coat_Rs,coat_Rp,coat_R,echelle_Rs,echelle_Rp,echelle_R,CD_Rs,CD_Rp,CD_R,dDOPED_QE,R_percent,EFF,Read Noise,Sky,Dark,BEF,Disp_Width,XDisp_Width
1015.2,0.090845,0.16353,0.11087,0.14714,0.98184,0.98184,0.98184,0.46525,0.81551,0.56056,0.85091,0.87386,0.86193,0.7845,0.94204,0.14714,0.0,0.0,5e-06,5.65e-20,3.1,3.1
1016.0,0.081144,0.14643,0.099201,0.13165,0.98181,0.98181,0.98181,0.41924,0.74486,0.50845,0.8435,0.85677,0.85028,0.78458,0.9421999999999999,0.13165,0.0,0.0,5e-06,5.65e-20,3.1,3.1
1016.8,0.068553,0.12363,0.083834,0.11126,0.98179,0.98179,0.98179,0.35735,0.64169,0.43569,0.8361,0.83968,0.83864,0.78467,0.94236,0.11126,0.0,0.0,5e-06,5.65e-20,3.1,3.1
1017.6,0.056168,0.10162,0.068853,0.091374,0.98176,0.98176,0.98176,0.29546,0.53852,0.36293,0.8287,0.82258,0.82699,0.78475,0.9425199999999999,0.091374,0.0,0.0,5e-06,5.65e-20,3.1,3.1
1018.4,0.077407,0.11676,0.087626,0.11629,0.98173,0.98173,0.98173,0.41098,0.6321,0.46862,0.8213,0.80549,0.81535,0.78483,0.94268,0.11629,0.0,0.0,5e-06,5.65e-20,3.1,3.1
1019.2,0.085805,0.13071,0.097519,0.12941,0.98171,0.98171,0.98171,0.45987,0.72319,0.52927,0.81389,0.7884,0.80371,0.78491,0.94284,0.12941,0.0,0.0,5e-06,5.65e-20,3.1,3.1
1020.0,0.094053,0.14397,0.1071,0.14213,0.98168,0.98168,0.98168,0.50876,0.81428,0.58992,0.80649,0.77131,0.79206,0.78499,0.945,0.14213,0.0,0.0,5e-06,5.65e-20,3.1,3.1
1020.8,0.098307,0.15081,0.11208,0.14873,0.98166,0.98166,0.98166,0.53687,0.87257,0.62671,0.79909,0.75422,0.78042,0.78507,0.945,0.14873,0.0,0.0,5e-06,5.65e-20,3.1,3.1
1021.6,0.098705,0.15167,0.11266,0.1495,0.98164,0.98164,0.98164,0.5442,0.89809,0.63966,0.79169,0.73713,0.76878,0.78516,0.945,0.1495,0.0,0.0,5e-06,5.65e-20,3.1,3.1
1022.4,0.10364,0.16595,0.12041,0.15979,0.98162,0.98162,0.98162,0.55153,0.9236,0.6526,0.8204,0.78446,0.80552,0.78524,0.945,0.15979,0.0,0.0,5e-06,5.65e-20,3.1,3.1
1023.2,0.10608,0.18304,0.12735,0.169,0.9816,0.9816,0.9816,0.53754,0.9116,0.6398,0.86179,0.87681,0.86922,0.78532,0.945,0.169,0.0,0.0,5e-06,5.65e-20,3.1,3.1
1024.0,0.098383,0.17559,0.11997,0.1592,0.98158,0.98158,0.98158,0.50224,0.8621,0.60125,0.85564,0.88964,0.87157,0.7854,0.945,0.1592,0.0,0.0,5e-06,5.65e-20,3.1,3.1
1024.8,0.090791,0.16254,0.11092,0.14719,0.98157,0.98157,0.98157,0.46695,0.81261,0.5627,0.84944,0.87387,0.86116,0.78548,0.945,0.14719,0.0,0.0,5e-06,5.65e-20,3.1,3.1
1025.6,0.08059,0.14442,0.098551,0.13077,0.98155,0.98155,0.98155,0.41763,0.73544,0.50619,0.84324,0.8581,0.85075,0.78556,0.945,0.13077,0.0,0.0,5e-06,5.65e-20,3.1,3.1
1026.4,0.067854,0.12154,0.083012,0.11015,0.98154,0.98154,0.98154,0.35428,0.63059,0.43172,0.83704,0.84233,0.84034,0.78564,0.945,0.11015,0.0,0.0,5e-06,5.65e-20,3.1,3.1
1027.2,0.055303,0.099425,0.067834,0.090012,0.98154,0.98154,0.98154,0.29093,0.52575,0.35724,0.83084,0.82656,0.82993,0.78573,0.945,0.090012,0.0,0.0,5e-06,5.65e-20,3.1,3.1
1028.0,0.07983,0.11934,0.090279,0.11979,0.98153,0.98153,0.98153,0.42324,0.64354,0.48163,0.82464,0.81079,0.81952,0.78581,0.945,0.11979,0.0,0.0,5e-06,5.65e-20,3.1,3.1
1028.8,0.088331,0.133,0.10017,0.13292,0.98153,0.98153,0.98153,0.47186,0.7314,0.54131,0.81844,0.79502,0.80911,0.78589,0.945,0.13292,0.0,0.0,5e-06,5.65e-20,3.1,3.1
1029.6,0.096686,0.146,0.10978,0.14566,0.98153,0.98153,0.98153,0.52049,0.81926,0.60098,0.81224,0.77925,0.7987,0.78597,0.945,0.14566,0.0,0.0,5e-06,5.65e-20,3.1,3.1
1030.4,0.10018,0.1516,0.11387,0.15109,0.98153,0.98153,0.98153,0.5435,0.86832,0.63167,0.80604,0.76348,0.78829,0.78605,0.94704,0.15109,0.0,0.0,5e-06,5.65e-20,3.1,3.1
1031.2,0.1008,0.15287,0.11472,0.15222,0.98153,0.98153,0.98153,0.55115,0.89409,0.64496,0.79984,0.74771,0.77788,0.78613,0.94712,0.15222,0.0,0.0,5e-06,5.65e-20,3.1,3.1
1032.0,0.1063,0.16906,0.12348,0.16384,0.98154,0.98154,0.98154,0.55879,0.91987,0.65826,0.83193,0.8037,0.82034,0.78621,0.9471999999999999,0.16384,0.0,0.0,5e-06,5.65e-20,3.1,3.1
1032.8,0.10655,0.18096,0.12741,0.16906,0.98154,0.98154,0.98154,0.5403,0.90054,0.64015,0.8624,0.87877,0.87043,0.7863,0.9472799999999999,0.16906,0.0,0.0,5e-06,5.65e-20,3.1,3.1
1033.6,0.098842,0.1742,0.12024,0.15955,0.98155,0.98155,0.98155,0.50611,0.85416,0.60321,0.85404,0.89187,0.87173,0.78638,0.94736,0.15955,0.0,0.0,5e-06,5.65e-20,3.1,3.1
1034.4,0.091625,0.16205,0.11168,0.14819,0.98156,0.98156,0.98156,0.47193,0.80778,0.56627,0.84897,0.87724,0.86243,0.78646,0.94744,0.14819,0.0,0.0,5e-06,5.65e-20,3.1,3.1
1035.2,0.081762,0.14476,0.099753,0.13236,0.98156,0.98156,0.98156,0.42362,0.73376,0.51125,0.8439,0.86261,0.85313,0.78654,0.9475199999999999,0.13236,0.0,0.0,5e-06,5.65e-20,3.1,3.1
1036.0,0.069303,0.12261,0.084571,0.11221,0.98157,0.98157,0.98157,0.36119,0.63211,0.43815,0.83883,0.84798,0.84383,0.78662,0.9476,0.11221,0.0,0.0,5e-06,5.65e-20,3.1,3.1
