Wave,TAU_spectrpol_S,TAU_spectrpol_P,TAU_spectrpol,flip_TE,flip_TM,flip_NP,polarimeter_TAU,coat_Rs,coat_Rp,coat_R,echelle_Rs,echelle_Rp,echelle_R,CD_Rs,CD_Rp,CD_R,dDOPED_QE,R_percent,EFF,Read Noise,Sky,Dark,BEF,Disp_Width,XDisp_Width
98.7,,,,0.31219,0.43522,0.18916,0.13101,0.29398,0.29456,0.2934,,,,0.83251,0.92533,0.87169,0.64965,0.314,,0.0,1.93e-07,5e-06,6.616e-20,3.1,3.1
98.8,0.00026787,5.0535e-05,0.00012963,0.30731,0.43084,0.18378,0.13035,0.28808,0.28866,0.2875,0.51702,0.062335,0.40233,0.83287,0.92399,0.87135,0.64956,0.314,0.00012963,0.0,2.14e-07,5e-06,6.019e-20,3.1,3.1
98.9,0.00025906,5.4279e-05,0.00012363,0.30195,0.42588,0.17802,0.12974,0.28181,0.28239,0.28122,0.54602,0.072798,0.42545,0.83322,0.92266,0.87101,0.64947,0.314,0.00012363,0.0,2.36e-07,5e-06,5.486e-20,3.1,3.1
99.0,0.00024835,5.6768e-05,0.00011674,0.29615,0.42036,0.17195,0.1292,0.27525,0.27582,0.27466,0.575,0.083262,0.44855,0.83358,0.92132,0.87067,0.64937,0.314,0.00011674,0.0,2.61e-07,5e-06,5.011e-20,3.1,3.1
99.1,0.00023627,5.8167e-05,0.0001093,0.28998,0.4143,0.16566,0.12871,0.2685,0.26909,0.26793,0.604,0.093725,0.47167,0.83394,0.91999,0.87034,0.64927,0.3210999999999996,0.0001093,0.0,2.87e-07,5e-06,4.587e-20,3.1,3.1
99.2,0.00022154,5.8165e-05,0.00010063,0.28318,0.4075,0.15886,0.12828,0.26105,0.26163,0.26047,0.63299,0.10419,0.49478,0.83429,0.91865,0.87,0.64916,0.3282000000000002,0.00010063,0.0,3.19e-07,5e-06,4.177e-20,3.1,3.1
99.3,0.0001898,5.2664e-05,8.3626e-05,0.27429,0.39924,0.14934,0.1279,0.24846,0.24904,0.24786,0.65111,0.11215,0.50939,0.83465,0.91732,0.86966,0.64906,0.3352999999999998,8.3626e-05,0.0,3.65e-07,5e-06,3.689e-20,3.1,3.1
99.4,0.0001653,4.7935e-05,7.1046e-05,0.2683,0.39404,0.14255,0.12757,0.23833,0.23893,0.23772,0.65838,0.11761,0.51551,0.835,0.91598,0.86932,0.64895,0.3424000000000004,7.1046e-05,0.0,4.17e-07,5e-06,3.27e-20,3.1,3.1
99.5,0.00015279,4.6022e-05,6.4755e-05,0.26643,0.3932,0.13967,0.12729,0.232,0.23263,0.23136,0.66564,0.12307,0.52163,0.83536,0.91465,0.86899,0.64883,0.34950000000000003,6.4755e-05,0.0,4.75e-07,5e-06,2.911e-20,3.1,3.1
99.6,0.00015488,4.805e-05,6.589e-05,0.27022,0.39823,0.14222,0.12706,0.23124,0.23189,0.23059,0.6729,0.12854,0.52775,0.83572,0.91331,0.86865,0.64872,0.3565999999999996,6.589e-05,0.0,5.44e-07,5e-06,2.58e-20,3.1,3.1
99.7,0.00017825,5.6388e-05,7.7851e-05,0.28148,0.41084,0.15213,0.12687,0.2383,0.23898,0.23761,0.68017,0.134,0.53387,0.83607,0.91198,0.86831,0.6486,0.3637000000000002,7.7851e-05,0.0,6.21e-07,5e-06,2.296e-20,3.1,3.1
99.8,0.00023496,7.4235e-05,0.00010789,0.30226,0.43278,0.17174,0.12673,0.25587,0.25658,0.25515,0.67509,0.13569,0.53019,0.83643,0.91064,0.86797,0.64848,0.3707999999999998,0.00010789,0.0,7.07e-07,5e-06,2.051e-20,3.1,3.1
99.9,0.0003574,0.0001106,0.00017591,0.33473,0.46562,0.20383,0.12663,0.28697,0.2877,0.28622,0.65766,0.13361,0.5167,0.83678,0.90931,0.86764,0.64836,0.3779000000000004,0.00017591,0.0,8.03e-07,5e-06,1.84e-20,3.1,3.1
100.0,0.00060368,0.00018194,0.00032064,0.37761,0.50723,0.24799,0.12656,0.33128,0.33204,0.33053,0.64024,0.13154,0.50321,0.83714,0.90797,0.8673,0.64823,0.385,0.00032064,0.0,9.1e-07,5e-06,1.657e-20,3.1,3.1
100.1,0.000756,0.00022612,0.00041429,0.39725,0.52525,0.26925,0.12654,0.35435,0.35509,0.35361,0.62282,0.12946,0.48972,0.83742,0.90568,0.8665,0.6481,0.3992999999999992,0.00041429,0.0,9.75e-07,5e-06,1.569e-20,3.1,3.1
100.2,0.00093644,0.00027827,0.00052825,0.41711,0.5431,0.29112,0.12655,0.37795,0.37868,0.37722,0.60539,0.12738,0.47623,0.8377,0.90339,0.8657,0.64797,0.4136000000000004,0.00052825,0.0,1.04e-06,5e-06,1.496e-20,3.1,3.1
100.3,0.0011298,0.0003318,0.00065458,0.43707,0.56069,0.31345,0.12659,0.40189,0.4026,0.40118,0.5795,0.12272,0.456,0.83799,0.9011,0.86489,0.64783,0.4278999999999996,0.00065458,0.0,1.09e-06,5e-06,1.444e-20,3.1,3.1
100.4,0.0013245,0.00038224,0.00078628,0.45702,0.57793,0.33611,0.12666,0.42599,0.42668,0.42529,0.54515,0.11547,0.42901,0.83827,0.89881,0.86409,0.64769,0.4422000000000008,0.00078628,0.0,1.14e-06,5e-06,1.393e-20,3.1,3.1
100.5,0.0015287,0.00043385,0.00092826,0.47688,0.59476,0.359,0.12676,0.45008,0.45076,0.4494,0.5108,0.10823,0.40203,0.83855,0.89652,0.86329,0.64755,0.4565,0.00092826,0.0,1.2e-06,5e-06,1.346e-20,3.1,3.1
100.6,0.0017367,0.00048493,0.0010769,0.49658,0.61115,0.38201,0.12689,0.47404,0.47469,0.47339,0.47645,0.10098,0.37505,0.83883,0.89423,0.86249,0.64741,0.4707999999999992,0.0010769,0.0,1.25e-06,5e-06,1.3e-20,3.1,3.1
100.7,0.0019415,0.00053372,0.0012274,0.51607,0.62708,0.40506,0.12704,0.49776,0.49839,0.49714,0.4421,0.093737,0.34806,0.83911,0.89194,0.86169,0.64726,0.4851000000000004,0.0012274,0.0,1.31e-06,5e-06,1.257e-20,3.1,3.1
100.8,0.0021267,0.00057436,0.0013687,0.53533,0.64256,0.4281,0.12722,0.52116,0.52175,0.52057,0.40613,0.085927,0.31977,0.8394,0.88965,0.86088,0.64712,0.4993999999999996,0.0013687,0.0,1.38e-06,5e-06,1.217e-20,3.1,3.1
100.9,0.0021618,0.00057426,0.0014063,0.5481,0.65266,0.44354,0.12742,0.53672,0.53729,0.53615,0.36856,0.077552,0.29016,0.83968,0.88736,0.86008,0.64696,0.5137000000000008,0.0014063,0.0,1.44e-06,5e-06,1.178e-20,3.1,3.1
101.0,0.0021651,0.00056505,0.0014227,0.56072,0.66253,0.4589,0.12763,0.55205,0.55259,0.55149,0.33098,0.069177,0.26055,0.83996,0.88507,0.85928,0.64681,0.528,0.0014227,0.0,1.5e-06,5e-06,1.144e-20,3.1,3.1
101.1,0.0021316,0.00054548,0.0014138,0.57318,0.67219,0.47417,0.12787,0.56712,0.56765,0.56659,0.2934,0.060802,0.23095,0.84042,0.88249,0.85845,0.64665,0.5361999999999996,0.0014138,0.0,1.55e-06,5e-06,1.123e-20,3.1,3.1
101.2,0.002056,0.00051468,0.0013757,0.58551,0.68166,0.48935,0.12811,0.58195,0.58247,0.58144,0.25583,0.052427,0.20134,0.84088,0.87991,0.85763,0.64649,0.5444000000000002,0.0013757,0.0,1.59e-06,5e-06,1.103e-20,3.1,3.1
101.3,0.0044666,0.00065787,0.0029881,0.59771,0.69096,0.50446,0.12837,0.59655,0.59705,0.59606,0.50425,0.061456,0.39345,0.84133,0.87732,0.8568,0.64633,0.5525999999999998,0.0029881,0.0,1.64e-06,5e-06,1.084e-20,3.1,3.1
101.4,0.0052637,0.00077746,0.0035505,0.60982,0.70012,0.51951,0.12864,0.61094,0.6114,0.61047,0.54094,0.066821,0.42219,0.84179,0.87474,0.85598,0.64617,0.5608000000000005,0.0035505,0.0,1.69e-06,5e-06,1.065e-20,3.1,3.1
101.5,0.0061549,0.00091033,0.0041844,0.62184,0.70917,0.53452,0.12892,0.62512,0.62557,0.62467,0.57762,0.072186,0.45093,0.84225,0.87216,0.85515,0.646,0.569,0.0041844,0.0,1.74e-06,5e-06,1.047e-20,3.1,3.1
101.6,0.0071486,0.0010588,0.0048992,0.63383,0.71814,0.54951,0.12921,0.63913,0.63956,0.6387,0.61431,0.077552,0.47967,0.8427,0.87083,0.85485,0.64583,0.5771999999999995,0.0048992,0.0,1.79e-06,5e-06,1.029e-20,3.1,3.1
101.7,0.0079861,0.0011859,0.005499,0.64078,0.72307,0.55848,0.1295,0.64757,0.64797,0.64716,0.65099,0.082917,0.50842,0.84316,0.86949,0.85455,0.64566,0.5854000000000003,0.005499,0.0,1.84e-06,5e-06,1.012e-20,3.1,3.1
101.8,0.008695,0.0012937,0.0060064,0.64547,0.7262,0.56475,0.1298,0.65351,0.6539,0.65311,0.68288,0.087597,0.53341,0.84361,0.86816,0.85425,0.64548,0.5935999999999998,0.0060064,0.0,1.89e-06,5e-06,9.961e-21,3.1,3.1
101.9,0.009181,0.0013638,0.0063616,0.65004,0.72921,0.57087,0.13009,0.65928,0.65966,0.65889,0.69558,0.089535,0.54342,0.84406,0.86683,0.85395,0.64531,0.6018000000000004,0.0063616,0.0,1.92e-06,5e-06,9.92e-21,3.1,3.1
102.0,0.0096788,0.0014355,0.0067267,0.65449,0.73211,0.57687,0.13039,0.66488,0.66526,0.66451,0.70828,0.091473,0.55343,0.84451,0.8655,0.85365,0.64513,0.61,0.0067267,0.0,1.94e-06,5e-06,9.881e-21,3.1,3.1
102.1,0.010189,0.0015085,0.0071012,0.65883,0.73492,0.58273,0.13068,0.67034,0.6707,0.66997,0.72098,0.093411,0.56344,0.84497,0.86416,0.85334,0.64494,0.6131999999999999,0.0071012,0.0,1.96e-06,5e-06,9.842e-21,3.1,3.1
102.2,0.010711,0.0015829,0.0074855,0.66306,0.73764,0.58849,0.13096,0.67564,0.67599,0.67529,0.73368,0.09535,0.57345,0.84542,0.86283,0.85304,0.64476,0.6164000000000001,0.0074855,0.0,1.99e-06,5e-06,9.803e-21,3.1,3.1
102.3,0.011244,0.0016587,0.0078791,0.6672,0.74028,0.59413,0.13124,0.68081,0.68115,0.68047,0.74638,0.097288,0.58346,0.84587,0.8615,0.85274,0.64457,0.6195999999999999,0.0078791,0.0,2.01e-06,5e-06,9.766e-21,3.1,3.1
102.4,0.011343,0.0016672,0.0079688,0.67126,0.74284,0.59968,0.13151,0.68585,0.68618,0.68553,0.73035,0.095302,0.57099,0.84632,0.86017,0.85244,0.64438,0.6228000000000001,0.0079688,0.0,2.04e-06,5e-06,9.728e-21,3.1,3.1
102.5,0.011427,0.0016736,0.0080471,0.67523,0.74533,0.60514,0.13177,0.69078,0.6911,0.69046,0.71432,0.093317,0.55852,0.84678,0.85883,0.85214,0.64419,0.626,0.0080471,0.0,2.06e-06,5e-06,9.692e-21,3.1,3.1
102.6,0.011496,0.0016778,0.0081145,0.67914,0.74776,0.61052,0.13201,0.69559,0.6959,0.69528,0.69828,0.091331,0.54605,0.84723,0.8575,0.85184,0.64399,0.6291999999999999,0.0081145,0.0,2.09e-06,5e-06,9.656e-21,3.1,3.1
102.7,0.011547,0.0016821,0.0081752,0.68299,0.75014,0.61585,0.13224,0.70032,0.70062,0.70003,0.68225,0.089345,0.53358,0.84748,0.85721,0.85186,0.6438,0.6324000000000001,0.0081752,0.0,2.12e-06,5e-06,9.619e-21,3.1,3.1
102.8,0.011584,0.0016844,0.0082243,0.68679,0.75247,0.62111,0.13245,0.70496,0.70525,0.70467,0.66622,0.08736,0.52111,0.84773,0.85692,0.85188,0.6436,0.6355999999999999,0.0082243,0.0,2.14e-06,5e-06,9.583e-21,3.1,3.1
102.9,0.011347,0.0016474,0.0080783,0.69055,0.75477,0.62632,0.13264,0.70952,0.70979,0.70924,0.63568,0.083491,0.49728,0.84799,0.85663,0.8519,0.64339,0.6388000000000001,0.0080783,0.0,2.17e-06,5e-06,9.547e-21,3.1,3.1
103.0,0.010967,0.0015905,0.0078297,0.69427,0.75703,0.6315,0.13281,0.71401,0.71427,0.71374,0.59892,0.078816,0.46858,0.84824,0.85634,0.85192,0.64319,0.642,0.0078297,0.0,2.2e-06,5e-06,9.511e-21,3.1,3.1
103.1,0.010554,0.0015293,0.007555,0.69796,0.75928,0.63665,0.13296,0.71844,0.71869,0.71817,0.56216,0.07414,0.43987,0.84849,0.85605,0.85194,0.64298,0.6434,0.007555,0.0,2.23e-06,5e-06,9.477e-21,3.1,3.1
103.2,0.010107,0.0014638,0.0072547,0.70165,0.76152,0.64178,0.13308,0.72281,0.72306,0.72256,0.52541,0.069464,0.41117,0.84874,0.85576,0.85196,0.64277,0.6448,0.0072547,0.0,2.26e-06,5e-06,9.443e-21,3.1,3.1
103.3,0.0096271,0.001394,0.0069284,0.70533,0.76375,0.6469,0.13317,0.72715,0.72738,0.72691,0.48865,0.064789,0.38247,0.84899,0.85547,0.85198,0.64256,0.6462,0.0069284,0.0,2.29e-06,5e-06,9.409e-21,3.1,3.1
103.4,0.0089568,0.0012984,0.0064551,0.70661,0.76415,0.64907,0.13324,0.72898,0.72921,0.72874,0.45019,0.059871,0.35242,0.84924,0.85518,0.852,0.64235,0.6476000000000001,0.0064551,0.0,2.32e-06,5e-06,9.377e-21,3.1,3.1
103.5,0.0082065,0.0011915,0.0059207,0.70726,0.76405,0.65048,0.13327,0.73015,0.73038,0.72991,0.41004,0.054712,0.32102,0.8495,0.85489,0.85202,0.64213,0.649,0.0059207,0.0,2.35e-06,5e-06,9.345e-21,3.1,3.1
103.6,0.0074424,0.0010831,0.0053756,0.70787,0.7639,0.65183,0.13327,0.73125,0.73148,0.73103,0.36989,0.049552,0.28962,0.84975,0.8546,0.85204,0.64191,0.6504,0.0053756,0.0,2.38e-06,5e-06,9.313e-21,3.1,3.1
103.7,0.006667,0.00097342,0.004821,0.70843,0.76372,0.65315,0.13323,0.73233,0.73255,0.73211,0.32974,0.044392,0.25822,0.85,0.85431,0.85206,0.64169,0.6518,0.004821,0.0,2.41e-06,5e-06,9.282e-21,3.1,3.1
103.8,0.0058805,0.00086218,0.0042563,0.70896,0.76349,0.65442,0.13316,0.73335,0.73356,0.73313,0.28958,0.039233,0.22682,0.85026,0.85369,0.85195,0.64147,0.6532,0.0042563,0.0,2.45e-06,5e-06,9.23e-21,3.1,3.1
103.9,0.0099545,0.00095315,0.0071876,0.70944,0.76323,0.65566,0.13304,0.73432,0.73454,0.73411,0.48837,0.043297,0.38128,0.85052,0.85308,0.85184,0.64124,0.6546000000000001,0.0071876,0.0,2.5e-06,5e-06,9.149e-21,3.1,3.1
104.0,0.010784,0.0010636,0.0077953,0.70989,0.76293,0.65686,0.1329,0.73526,0.73546,0.73506,0.52733,0.048256,0.41183,0.85078,0.85246,0.85172,0.64101,0.656,0.0077953,0.0,2.55e-06,5e-06,9.07e-21,3.1,3.1
104.1,0.011614,0.0011737,0.008404,0.71031,0.76259,0.65804,0.13272,0.73616,0.73635,0.73596,0.56629,0.053215,0.44238,0.85104,0.85184,0.85161,0.64078,0.6579999999999999,0.008404,0.0,2.61e-06,5e-06,8.993e-21,3.1,3.1
104.2,0.012443,0.0012835,0.009013,0.7107,0.76222,0.65918,0.13251,0.73701,0.7372,0.73682,0.60526,0.058174,0.47292,0.85131,0.85121,0.8515,0.64055,0.6600000000000001,0.009013,0.0,2.66e-06,5e-06,8.917e-21,3.1,3.1
104.3,0.013272,0.0013929,0.0096221,0.71105,0.76181,0.66029,0.13228,0.73783,0.73802,0.73764,0.64422,0.063132,0.50347,0.85158,0.85059,0.85139,0.64032,0.6619999999999999,0.0096221,0.0,2.72e-06,5e-06,8.844e-21,3.1,3.1
104.4,0.0141,0.0015018,0.010232,0.71138,0.76137,0.66139,0.13204,0.73862,0.7388,0.73843,0.68318,0.068091,0.53402,0.85185,0.84996,0.85127,0.64008,0.6640000000000001,0.010232,0.0,2.77e-06,5e-06,8.772e-21,3.1,3.1
104.5,0.014568,0.0015831,0.010582,0.71168,0.7609,0.66245,0.13179,0.73937,0.73955,0.73919,0.70484,0.071823,0.55108,0.85212,0.84933,0.85116,0.63984,0.666,0.010582,0.0,2.83e-06,5e-06,8.702e-21,3.1,3.1
104.6,0.014881,0.0016524,0.010821,0.71195,0.7604,0.6635,0.13152,0.74009,0.74027,0.73992,0.71908,0.07503,0.56236,0.85239,0.8487,0.85105,0.6396,0.6679999999999999,0.010821,0.0,2.89e-06,5e-06,8.634e-21,3.1,3.1
104.7,0.015192,0.0017212,0.011059,0.7122,0.75987,0.66454,0.13126,0.74079,0.74096,0.74062,0.73332,0.078236,0.57365,0.85266,0.84808,0.85094,0.63935,0.6700000000000002,0.011059,0.0,2.95e-06,5e-06,8.568e-21,3.1,3.1
104.8,0.015503,0.0017896,0.011296,0.71243,0.75931,0.66555,0.131,0.74147,0.74162,0.7413,0.74756,0.081442,0.58493,0.85293,0.84745,0.85083,0.63911,0.6719999999999999,0.011296,0.0,3e-06,5e-06,8.534e-21,3.1,3.1
104.9,0.015812,0.0018578,0.011533,0.71264,0.75873,0.66656,0.13074,0.74211,0.74227,0.74194,0.7618,0.084648,0.59621,0.8532,0.84682,0.85072,0.63886,0.6740000000000002,0.011533,0.0,3.04e-06,5e-06,8.521e-21,3.1,3.1
105.0,0.016059,0.0019187,0.011726,0.71284,0.75812,0.66756,0.13049,0.74273,0.74289,0.74257,0.77309,0.087539,0.60519,0.85347,0.84619,0.8506,0.63861,0.676,0.011726,0.0,3.07e-06,5e-06,8.509e-21,3.1,3.1
105.1,0.015754,0.0019174,0.011516,0.71302,0.75748,0.66855,0.13026,0.74333,0.74349,0.74318,0.75777,0.087593,0.59335,0.85374,0.84557,0.85049,0.63836,0.6771999999999999,0.011516,0.0,3.11e-06,5e-06,8.497e-21,3.1,3.1
105.2,0.01545,0.0019161,0.011306,0.71318,0.75683,0.66954,0.13006,0.74392,0.74407,0.74377,0.74246,0.087647,0.58152,0.85401,0.84494,0.85038,0.6381,0.6784000000000001,0.011306,0.0,3.15e-06,5e-06,8.485e-21,3.1,3.1
105.3,0.015147,0.0019151,0.011096,0.71334,0.75615,0.67052,0.12987,0.74449,0.74464,0.74435,0.72714,0.087701,0.56968,0.85428,0.84431,0.85027,0.63785,0.6796,0.011096,0.0,3.19e-06,5e-06,8.474e-21,3.1,3.1
105.4,0.014848,0.0019145,0.010889,0.71348,0.75545,0.67151,0.12972,0.74504,0.74519,0.74491,0.71183,0.087755,0.55785,0.8547,0.84375,0.85028,0.63759,0.6808000000000001,0.010889,0.0,3.22e-06,5e-06,8.464e-21,3.1,3.1
105.5,0.014551,0.001914,0.010683,0.71362,0.75474,0.6725,0.1296,0.7456,0.74572,0.74546,0.69652,0.087809,0.54601,0.85512,0.84319,0.85028,0.63733,0.6819999999999999,0.010683,0.0,3.26e-06,5e-06,8.454e-21,3.1,3.1
105.6,0.013938,0.0018644,0.010238,0.71303,0.7536,0.67246,0.12949,0.74534,0.74547,0.74521,0.66887,0.085907,0.52448,0.85554,0.84264,0.85029,0.63706,0.6831999999999999,0.010238,0.0,3.3e-06,5e-06,8.445e-21,3.1,3.1
105.7,0.013157,0.001787,0.0096706,0.71243,0.75245,0.67241,0.12941,0.74506,0.7452,0.74494,0.63301,0.0827,0.49649,0.85596,0.84208,0.85029,0.6368,0.6844,0.0096706,0.0,3.34e-06,5e-06,8.436e-21,3.1,3.1
105.8,0.012381,0.0017103,0.0091054,0.71181,0.75126,0.67235,0.12935,0.74478,0.74491,0.74465,0.59714,0.079493,0.46849,0.85638,0.84152,0.8503,0.63653,0.6856,0.0091054,0.0,3.38e-06,5e-06,8.427e-21,3.1,3.1
105.9,0.011609,0.0016342,0.008543,0.71117,0.75006,0.67228,0.12929,0.74447,0.7446,0.74435,0.56128,0.076286,0.44049,0.85679,0.84096,0.8503,0.63626,0.6868000000000001,0.008543,0.0,3.43e-06,5e-06,8.412e-21,3.1,3.1
106.0,0.01084,0.0015586,0.0079826,0.71051,0.74882,0.6722,0.12925,0.74415,0.74427,0.74403,0.52541,0.073079,0.4125,0.85721,0.8404,0.85031,0.63599,0.688,0.0079826,0.0,3.5e-06,5e-06,8.366e-21,3.1,3.1
106.1,0.010074,0.0014835,0.0074242,0.70984,0.74757,0.67212,0.12921,0.74381,0.74393,0.74369,0.48955,0.069872,0.3845,0.85763,0.83984,0.85032,0.63572,0.6890999999999999,0.0074242,0.0,3.57e-06,5e-06,8.322e-21,3.1,3.1
106.2,0.0092085,0.0013705,0.0067904,0.70916,0.74629,0.67202,0.12917,0.74346,0.74357,0.74335,0.44867,0.064843,0.35247,0.85805,0.83929,0.85032,0.63544,0.6901999999999999,0.0067904,0.0,3.64e-06,5e-06,8.278e-21,3.1,3.1
106.3,0.0083464,0.0012583,0.0061586,0.70846,0.74499,0.67193,0.12912,0.74309,0.7432,0.74298,0.4078,0.059813,0.32045,0.85847,0.83873,0.85033,0.63517,0.6912999999999999,0.0061586,0.0,3.71e-06,5e-06,8.236e-21,3.1,3.1
106.4,0.0074877,0.0011469,0.0055291,0.70774,0.74366,0.67182,0.12907,0.7427,0.74282,0.7426,0.36692,0.054784,0.28842,0.85889,0.83817,0.85033,0.63489,0.6924,0.0055291,0.0,3.78e-06,5e-06,8.196e-21,3.1,3.1
106.5,0.0066347,0.0010366,0.0049031,0.70705,0.74234,0.67175,0.12901,0.74235,0.74245,0.74225,0.32604,0.049754,0.25639,0.85931,0.83761,0.85034,0.63461,0.6935,0.0049031,0.0,3.86e-06,5e-06,8.156e-21,3.1,3.1
106.6,0.0057847,0.0009273,0.0042793,0.70634,0.74101,0.67168,0.12893,0.74198,0.74208,0.74187,0.28517,0.044725,0.22436,0.85967,0.83721,0.85038,0.63432,0.6945999999999999,0.0042793,0.0,3.94e-06,5e-06,8.118e-21,3.1,3.1
106.7,0.010148,0.0010918,0.0074798,0.70562,0.73965,0.6716,0.12883,0.7416,0.74169,0.7415,0.50192,0.052928,0.39325,0.86003,0.83681,0.85042,0.63404,0.6957,0.0074798,0.0,4.01e-06,5e-06,8.081e-21,3.1,3.1
106.8,0.010879,0.0012084,0.0080267,0.7049,0.73827,0.67152,0.12871,0.7412,0.7413,0.74111,0.54007,0.058894,0.42329,0.86039,0.83642,0.85047,0.63375,0.6968,0.0080267,0.0,4.09e-06,5e-06,8.046e-21,3.1,3.1
106.9,0.011603,0.0013234,0.0085676,0.70416,0.73687,0.67144,0.12856,0.74079,0.74089,0.7407,0.57821,0.06486,0.45333,0.86075,0.83602,0.85051,0.63346,0.6979,0.0085676,0.0,4.18e-06,5e-06,8.012e-21,3.1,3.1
107.0,0.012317,0.0014367,0.0091036,0.70341,0.73545,0.67137,0.12838,0.74038,0.74047,0.7403,0.61636,0.070827,0.48336,0.86111,0.83573,0.85059,0.63317,0.699,0.0091036,0.0,4.26e-06,5e-06,7.979e-21,3.1,3.1
107.1,0.01302,0.0015482,0.0096318,0.70265,0.73401,0.67129,0.12817,0.73996,0.74004,0.73987,0.6545,0.076793,0.5134,0.86147,0.83544,0.85068,0.63288,0.6996999999999999,0.0096318,0.0,4.35e-06,5e-06,7.944e-21,3.1,3.1
107.2,0.013712,0.0016575,0.010153,0.70188,0.73254,0.67122,0.12792,0.73952,0.7396,0.73944,0.69265,0.082759,0.54344,0.86184,0.83515,0.85076,0.63259,0.7004,0.010153,0.0,4.44e-06,5e-06,7.909e-21,3.1,3.1
107.3,0.014117,0.0017405,0.010463,0.7011,0.73106,0.67115,0.12764,0.73908,0.73916,0.73901,0.71676,0.087492,0.5625,0.8622,0.83486,0.85085,0.63229,0.7011,0.010463,0.0,4.53e-06,5e-06,7.876e-21,3.1,3.1
107.4,0.014332,0.0018055,0.010633,0.70032,0.72956,0.67108,0.12735,0.73864,0.73871,0.73856,0.73151,0.091401,0.57426,0.86256,0.83457,0.85094,0.63199,0.7018,0.010633,0.0,4.63e-06,5e-06,7.844e-21,3.1,3.1
107.5,0.014542,0.0018693,0.010799,0.69953,0.72803,0.67102,0.12704,0.73818,0.73825,0.73811,0.74626,0.09531,0.58601,0.86292,0.83428,0.85102,0.63169,0.7024999999999999,0.010799,0.0,4.73e-06,5e-06,7.814e-21,3.1,3.1
107.6,0.014748,0.001932,0.010964,0.69873,0.72649,0.67097,0.12674,0.73772,0.73779,0.73765,0.76101,0.09922,0.59777,0.86329,0.834,0.85111,0.63139,0.7031999999999999,0.010964,0.0,4.83e-06,5e-06,7.785e-21,3.1,3.1
107.7,0.014952,0.0019936,0.011128,0.69792,0.72493,0.67092,0.12645,0.73725,0.73731,0.73718,0.77576,0.10313,0.60952,0.86365,0.83371,0.85119,0.63109,0.7039,0.011128,0.0,4.93e-06,5e-06,7.757e-21,3.1,3.1
107.8,0.015156,0.0020545,0.011291,0.69711,0.72335,0.67088,0.12617,0.73678,0.73684,0.73672,0.79051,0.10704,0.62128,0.86401,0.83342,0.85128,0.63078,0.7045999999999999,0.011291,0.0,5.03e-06,5e-06,7.731e-21,3.1,3.1
107.9,0.014888,0.0020486,0.011099,0.69609,0.72182,0.67035,0.12593,0.73601,0.73606,0.73595,0.78169,0.1076,0.6145,0.86437,0.83313,0.85136,0.63047,0.7053,0.011099,0.0,5.14e-06,5e-06,7.705e-21,3.1,3.1
108.0,0.014513,0.0020273,0.010826,0.69503,0.72029,0.66978,0.12572,0.73521,0.73526,0.73515,0.76698,0.10732,0.60309,0.86474,0.83284,0.85145,0.63016,0.706,0.010826,0.0,5.25e-06,5e-06,7.681e-21,3.1,3.1
108.1,0.014148,0.0020068,0.01056,0.69397,0.71874,0.6692,0.12557,0.7344,0.73445,0.73435,0.75226,0.10704,0.59169,0.8651,0.83255,0.85153,0.62985,0.7067999999999999,0.01056,0.0,5.36e-06,5e-06,7.659e-21,3.1,3.1
108.2,0.01379,0.0019876,0.0103,0.6929,0.71718,0.66862,0.12547,0.73357,0.73363,0.73352,0.73755,0.10676,0.58028,0.86541,0.83238,0.85163,0.62954,0.7076,0.0103,0.0,5.47e-06,5e-06,7.638e-21,3.1,3.1
108.3,0.013443,0.0019695,0.010049,0.69182,0.7156,0.66804,0.12543,0.73275,0.73281,0.73269,0.72283,0.10648,0.56887,0.86572,0.83222,0.85174,0.62923,0.7083999999999999,0.010049,0.0,5.59e-06,5e-06,7.618e-21,3.1,3.1
108.4,0.013106,0.0019525,0.0098046,0.69073,0.71401,0.66745,0.12548,0.73191,0.73196,0.73186,0.70812,0.1062,0.55746,0.86603,0.83205,0.85184,0.62891,0.7092,0.0098046,0.0,5.69e-06,5e-06,7.606e-21,3.1,3.1
108.5,0.012428,0.0018711,0.0093038,0.68963,0.7124,0.66687,0.1256,0.73108,0.73112,0.73103,0.67429,0.10233,0.53095,0.86635,0.83189,0.85195,0.62859,0.71,0.0093038,0.0,5.8e-06,5e-06,7.6e-21,3.1,3.1
108.6,0.011721,0.0017842,0.0087811,0.68852,0.71077,0.66628,0.12579,0.73023,0.73027,0.73018,0.63834,0.098062,0.50276,0.86666,0.83172,0.85205,0.62827,0.7107999999999999,0.0087811,0.0,5.9e-06,5e-06,7.594e-21,3.1,3.1
108.7,0.011025,0.0016987,0.0082654,0.68741,0.70913,0.66569,0.12604,0.72937,0.7294,0.72932,0.60239,0.093795,0.47457,0.86697,0.83156,0.85216,0.62795,0.7116,0.0082654,0.0,6.01e-06,5e-06,7.59e-21,3.1,3.1
108.8,0.010336,0.0016147,0.0077554,0.68628,0.70747,0.6651,0.12634,0.7285,0.72854,0.72845,0.56644,0.089528,0.44637,0.86728,0.83139,0.85226,0.62763,0.7123999999999999,0.0077554,0.0,6.12e-06,5e-06,7.586e-21,3.1,3.1
