Wave,TAU_spectrpol_S,TAU_spectrpol_P,TAU_spectrpol,flip_TE,flip_TM,flip_NP,polarimeter_TAU,coat_Rs,coat_Rp,coat_R,echelle_Rs,echelle_Rp,echelle_R,CD_Rs,CD_Rp,CD_R,dDOPED_QE,R_percent,EFF,Read Noise,Sky,Dark,BEF,Disp_Width,XDisp_Width
119.1,0.0042797,0.0017723,0.0039122,0.6109,0.56912,0.65268,0.12118,0.66769,0.66753,0.66785,0.3718,0.15092,0.30625,0.88865,0.97387,0.92244,0.58781,0.7681,0.0039122,0.0,4.76e-05,5e-06,2.488e-20,3.1,3.1
119.2,0.0038729,0.0016344,0.0035487,0.61065,0.56844,0.65285,0.12103,0.66743,0.66727,0.66758,0.3376,0.13983,0.27861,0.88879,0.97356,0.92242,0.58738,0.7682,0.0035487,0.0,4.94e-05,5e-06,2.586e-20,3.1,3.1
119.3,0.0034682,0.0014976,0.0031871,0.6104,0.56777,0.65303,0.12087,0.66716,0.667,0.66732,0.3034,0.12873,0.25097,0.88894,0.97326,0.92239,0.58696,0.7683,0.0031871,0.0,5.14e-05,5e-06,2.693e-20,3.1,3.1
119.4,0.0057301,0.0019523,0.0051662,0.61017,0.56711,0.65322,0.12069,0.6669,0.66673,0.66706,0.50307,0.16865,0.40809,0.88908,0.97295,0.92236,0.58653,0.7684,0.0051662,0.0,5.35e-05,5e-06,2.809e-20,3.1,3.1
119.5,0.0060739,0.0021064,0.0054857,0.60993,0.56646,0.65341,0.1205,0.66664,0.66648,0.6668,0.53513,0.18285,0.43467,0.88943,0.97269,0.92249,0.5861,0.7685,0.0054857,0.0,5.59e-05,5e-06,2.936e-20,3.1,3.1
119.6,0.006413,0.0022582,0.0058014,0.60971,0.56581,0.6536,0.12028,0.66639,0.66622,0.66655,0.56718,0.19705,0.46124,0.88955,0.97232,0.92242,0.58567,0.7686000000000001,0.0058014,0.0,5.85e-05,5e-06,3.076e-20,3.1,3.1
119.7,0.0067485,0.0024083,0.0061143,0.60949,0.56518,0.6538,0.12006,0.66614,0.66597,0.66631,0.59924,0.21125,0.48782,0.88966,0.97195,0.92234,0.58524,0.7687,0.0061143,0.0,6.13e-05,5e-06,3.232e-20,3.1,3.1
119.8,0.0070805,0.0025564,0.0064237,0.60928,0.56455,0.654,0.11981,0.6659,0.66573,0.66606,0.63129,0.22544,0.5144,0.88977,0.97158,0.92227,0.58481,0.7688,0.0064237,0.0,6.45e-05,5e-06,3.404e-20,3.1,3.1
119.9,0.007408,0.0027023,0.0067299,0.60907,0.56393,0.65421,0.11954,0.66565,0.66548,0.66582,0.66335,0.23964,0.54097,0.88989,0.97122,0.9222,0.58438,0.7689,0.0067299,0.0,6.81e-05,5e-06,3.598e-20,3.1,3.1
120.0,0.0077317,0.0028462,0.0070325,0.60887,0.56332,0.65442,0.11925,0.66541,0.66524,0.66558,0.6954,0.25384,0.56755,0.89,0.97085,0.92213,0.58395,0.769,0.0070325,0.0,7.21e-05,5e-06,3.815e-20,3.1,3.1
120.1,0.0080512,0.0029879,0.0073314,0.60867,0.56271,0.65463,0.11895,0.66518,0.66501,0.66535,0.72746,0.26804,0.59412,0.89012,0.97048,0.92206,0.58352,0.7687,0.0073314,0.0,7.67e-05,5e-06,4.063e-20,3.1,3.1
120.2,0.0081872,0.0030788,0.0074673,0.60849,0.56212,0.65485,0.11861,0.66495,0.66478,0.66512,0.74326,0.27786,0.60775,0.89023,0.97011,0.92199,0.58309,0.7684,0.0074673,0.0,8.19e-05,5e-06,4.346e-20,3.1,3.1
120.3,0.0082758,0.0031559,0.0075611,0.60831,0.56154,0.65508,0.11826,0.66473,0.66455,0.6649,0.75501,0.28659,0.61814,0.89034,0.96974,0.92192,0.58266,0.7681,0.0075611,0.0,8.83e-05,5e-06,4.673e-20,3.1,3.1
120.4,0.0083615,0.0032313,0.0076522,0.60813,0.56096,0.65531,0.11787,0.66451,0.66433,0.66468,0.76675,0.29531,0.62853,0.89046,0.96938,0.92185,0.58223,0.7678,0.0076522,0.0,9.59e-05,5e-06,5.056e-20,3.1,3.1
120.5,0.0084444,0.003305,0.0077405,0.60797,0.5604,0.65554,0.11747,0.66429,0.66411,0.66446,0.77849,0.30404,0.63891,0.89057,0.96901,0.92178,0.5818,0.7675000000000001,0.0077405,0.0,0.000105,5e-06,5.51e-20,3.1,3.1
120.6,0.0085242,0.0033769,0.0078263,0.60781,0.55984,0.65578,0.11703,0.66407,0.6639,0.66425,0.79023,0.31276,0.6493,0.89069,0.96864,0.92171,0.58137,0.7672,0.0078263,0.0,0.000116,5e-06,6.059e-20,3.1,3.1
120.7,0.0086015,0.0034469,0.0079093,0.60766,0.5593,0.65602,0.11657,0.66387,0.66369,0.66405,0.80197,0.32149,0.65969,0.8908,0.96827,0.92163,0.58094,0.7669,0.0079093,0.0,0.000129,5e-06,6.734e-20,3.1,3.1
120.8,0.0086749,0.003515,0.0079893,0.60751,0.55876,0.65627,0.11608,0.66366,0.66349,0.66385,0.81371,0.33021,0.67008,0.89091,0.9679,0.92156,0.58051,0.7666000000000001,0.0079893,0.0,0.000146,5e-06,7.585e-20,3.1,3.1
120.9,0.0086419,0.0035407,0.0079712,0.60738,0.55823,0.65652,0.11556,0.66346,0.66329,0.66365,0.81569,0.33513,0.67248,0.89103,0.96753,0.92149,0.58008,0.7663,0.0079712,0.0,0.000168,5e-06,8.691e-20,3.1,3.1
121.0,0.0084527,0.0035049,0.0078101,0.60725,0.55772,0.65677,0.11501,0.66327,0.66309,0.66346,0.80302,0.33431,0.66291,0.89114,0.96717,0.92142,0.57965,0.766,0.0078101,0.0,0.000197,5e-06,1.019e-19,3.1,3.1
121.1,0.0082635,0.0034685,0.0076481,0.60712,0.55721,0.65704,0.11442,0.66309,0.6629,0.66326,0.79036,0.3335,0.65334,0.89126,0.9668,0.92135,0.57922,0.7661,0.0076481,0.0,0.000239,5e-06,1.232e-19,3.1,3.1
121.2,0.0080737,0.0034318,0.0074865,0.60701,0.55672,0.6573,0.1138,0.6629,0.66273,0.66309,0.77769,0.33269,0.64377,0.89137,0.96643,0.92128,0.57878,0.7662,0.0074865,0.0,0.000304,5e-06,1.563e-19,3.1,3.1
121.3,0.0078841,0.003394,0.0073232,0.6069,0.55623,0.65757,0.11315,0.66273,0.66255,0.6629,0.76502,0.33188,0.6342,0.89145,0.96598,0.92116,0.57835,0.7663,0.0073232,0.0,0.000418,5e-06,2.14e-19,3.1,3.1
121.4,0.0076939,0.0033553,0.00716,0.6068,0.55576,0.65784,0.11246,0.66255,0.66236,0.66273,0.75235,0.33106,0.62463,0.89154,0.96554,0.92104,0.57792,0.7664,0.00716,0.0,0.000668,5e-06,3.408e-19,3.1,3.1
121.5,0.0075042,0.0033162,0.0069964,0.60671,0.5553,0.65812,0.11174,0.66239,0.66219,0.66256,0.73968,0.33025,0.61506,0.89162,0.96509,0.92092,0.57749,0.7665,0.0069964,0.0,0.00166,5e-06,8.446e-19,3.1,3.1
121.6,0.0072974,0.0032674,0.0068168,0.60663,0.55485,0.65841,0.11098,0.66222,0.66203,0.6624,0.72535,0.32852,0.60408,0.89171,0.96464,0.9208,0.57706,0.7666000000000001,0.0068168,0.0,0.00335,5e-06,1.701e-18,3.1,3.1
121.7,0.0069412,0.0031366,0.0064948,0.60655,0.5544,0.65869,0.11018,0.66204,0.66186,0.66224,0.69606,0.31854,0.58041,0.89179,0.9642,0.92067,0.57663,0.7667,0.0064948,0.0,0.000838,5e-06,4.282e-19,3.1,3.1
121.8,0.0065885,0.0030069,0.0061751,0.60647,0.55395,0.65899,0.10934,0.66188,0.6617,0.66207,0.66677,0.30857,0.55673,0.89188,0.96375,0.92055,0.57619,0.7668,0.0061751,0.0,0.000479,5e-06,2.458e-19,3.1,3.1
121.9,0.0062395,0.0028784,0.0058585,0.60641,0.55353,0.65929,0.10846,0.66173,0.66153,0.66192,0.63748,0.29859,0.53306,0.89196,0.96331,0.92043,0.57576,0.7669,0.0058585,0.0,0.000335,5e-06,1.729e-19,3.1,3.1
122.0,0.0058939,0.0027515,0.0055447,0.60635,0.55311,0.65959,0.10754,0.66158,0.66139,0.66177,0.60819,0.28861,0.50938,0.89204,0.96286,0.92031,0.57533,0.767,0.0055447,0.0,0.000257,5e-06,1.337e-19,3.1,3.1
122.1,0.005552,0.0026256,0.0052339,0.6063,0.5527,0.6599,0.10658,0.66143,0.66124,0.66162,0.57891,0.27863,0.4857,0.89213,0.96241,0.92019,0.5749,0.7671,0.0052339,0.0,0.000209,5e-06,1.092e-19,3.1,3.1
122.2,0.0052143,0.0025012,0.0049267,0.60626,0.55231,0.66021,0.10558,0.66129,0.66109,0.66148,0.54962,0.26865,0.46203,0.89221,0.96197,0.92007,0.57447,0.7672,0.0049267,0.0,0.000176,5e-06,9.24e-20,3.1,3.1
122.3,0.0048808,0.0023784,0.0046229,0.60623,0.55193,0.66053,0.10453,0.66115,0.66096,0.66134,0.52033,0.25867,0.43835,0.8923,0.96152,0.91995,0.57404,0.7673,0.0046229,0.0,0.000152,5e-06,8.021e-20,3.1,3.1
122.4,0.004531,0.0022288,0.0042992,0.60621,0.55156,0.66085,0.10343,0.66102,0.66083,0.66122,0.48878,0.24558,0.41236,0.89238,0.96107,0.91983,0.5736,0.7674,0.0042992,0.0,0.000134,5e-06,7.094e-20,3.1,3.1
122.5,0.0041777,0.0020696,0.0039697,0.60619,0.55121,0.66118,0.10229,0.6609,0.6607,0.66109,0.45627,0.23114,0.38538,0.89246,0.96063,0.91971,0.57317,0.7675000000000001,0.0039697,0.0,0.000119,5e-06,6.366e-20,3.1,3.1
122.6,0.0038303,0.0019132,0.0036455,0.60619,0.55087,0.66151,0.1011,0.66078,0.66058,0.66097,0.42376,0.21671,0.35841,0.89255,0.96018,0.91959,0.57274,0.7676000000000001,0.0036455,0.0,0.000108,5e-06,5.779e-20,3.1,3.1
122.7,0.0034889,0.0017597,0.0033269,0.60619,0.55054,0.66185,0.099861,0.66066,0.66046,0.66086,0.39124,0.20227,0.33143,0.89263,0.95974,0.91946,0.57231,0.7677,0.0033269,0.0,9.82e-05,5e-06,5.296e-20,3.1,3.1
122.8,0.0031542,0.0016094,0.003014,0.60621,0.55022,0.66219,0.098573,0.66055,0.66036,0.66075,0.35873,0.18784,0.30445,0.89272,0.95929,0.91934,0.57188,0.7678,0.003014,0.0,9.02e-05,5e-06,4.891e-20,3.1,3.1
122.9,0.0028263,0.0014623,0.0027074,0.60623,0.54992,0.66253,0.097235,0.66045,0.66025,0.66065,0.32622,0.1734,0.27747,0.8928,0.95884,0.91922,0.57145,0.7679,0.0027074,0.0,8.35e-05,5e-06,4.546e-20,3.1,3.1
123.0,0.0025057,0.0013186,0.0024074,0.60626,0.54964,0.66289,0.095845,0.66036,0.66016,0.66056,0.29371,0.15897,0.25049,0.89289,0.9584,0.9191,0.57102,0.768,0.0024074,0.0,7.77e-05,5e-06,4.25e-20,3.1,3.1
