Wave,TAU_spectr_S,TAU_spectr_P,TAU_spectr,dichro_RHO,coat_Rs,coat_Rp,coat_R,echelle_Rs,echelle_Rp,echelle_R,CD_Rs,CD_Rp,CD_R,dDOPED_QE,R_percent,EFF,Read Noise,Sky,Dark,BEF,Disp_Width,XDisp_Width
141.73,0.06648,0.038133,0.056857,0.56795,0.88895,0.88881,0.88888,0.58493,0.34615,0.50625,0.88827,0.86141,0.87798,0.55241,0.7191099999999999,0.056857,0.0,4.407e-06,5e-06,6.4563000000000005e-21,3.1,3.1
141.93,0.060576,0.033544,0.051474,0.56974,0.88893,0.88878,0.88885,0.53006,0.30303,0.45592,0.88829,0.86084,0.87778,0.55294,0.72051,0.051474,0.0,4.376999999999998e-06,5e-06,6.4182999999999966e-21,3.1,3.1
142.13,0.052974,0.028579,0.044783,0.56805,0.8889,0.88876,0.88883,0.46719,0.26129,0.40041,0.88191,0.85111,0.8701,0.55345,0.72048,0.044783,0.0,4.344000000000001e-06,5e-06,6.383400000000001e-21,3.1,3.1
142.33,0.045111,0.023684,0.03794,0.56447,0.88887,0.88873,0.8888,0.40233,0.21991,0.34361,0.87553,0.84138,0.86242,0.55395,0.7196799999999999,0.03794,0.0,4.280999999999994e-06,5e-06,6.3724e-21,3.1,3.1
142.53,0.037413,0.018929,0.031262,0.56089,0.88885,0.88871,0.88878,0.33747,0.17852,0.2868,0.86915,0.83166,0.85474,0.55444,0.71888,0.031262,0.0,4.211000000000002e-06,5e-06,6.3684e-21,3.1,3.1
142.73,0.029881,0.014313,0.024746,0.55732,0.88882,0.88869,0.88875,0.27261,0.13713,0.23,0.86276,0.82193,0.84706,0.55491,0.71808,0.024746,0.0,4.148000000000002e-06,5e-06,6.364700000000001e-21,3.1,3.1
142.93,0.062695,0.029253,0.051674,0.55374,0.8888,0.88866,0.88873,0.57856,0.28477,0.48663,0.85638,0.8122,0.83938,0.55537,0.7172799999999999,0.051674,0.0,4.0809999999999945e-06,5e-06,6.3627e-21,3.1,3.1
143.13,0.067672,0.030669,0.055509,0.5536,0.88877,0.88864,0.8887,0.62781,0.30151,0.52643,0.85,0.80247,0.8317,0.55581,0.71778,0.055509,0.0,4.011000000000001e-06,5e-06,6.3607000000000005e-21,3.1,3.1
143.33,0.072827,0.032154,0.059477,0.5553,0.88873,0.8886,0.88866,0.67705,0.31825,0.56623,0.84362,0.79275,0.82402,0.55624,0.7189800000000001,0.059477,0.0,3.950999999999995e-06,5e-06,6.359e-21,3.1,3.1
143.53,0.07795,0.033609,0.063403,0.557,0.88867,0.88853,0.8886,0.7263,0.33499,0.60603,0.83724,0.78302,0.81634,0.55665,0.7201799999999999,0.063403,0.0,3.8810000000000015e-06,5e-06,6.358e-21,3.1,3.1
143.73,0.083042,0.035036,0.067289,0.55871,0.8886,0.88846,0.88853,0.77555,0.35173,0.64583,0.83086,0.77329,0.80866,0.55705,0.7213799999999999,0.067289,0.0,3.834000000000001e-06,5e-06,6.3496e-21,3.1,3.1
143.93,0.082616,0.033917,0.066665,0.56041,0.88848,0.88835,0.88842,0.77358,0.34307,0.64266,0.82447,0.76356,0.80098,0.55743,0.72258,0.066665,0.0,3.793999999999996e-06,5e-06,6.333599999999998e-21,3.1,3.1
144.13,0.083153,0.033469,0.067024,0.56051,0.88814,0.88801,0.88807,0.76892,0.33307,0.63723,0.83363,0.77494,0.81099,0.55779,0.72222,0.067024,0.0,3.754000000000001e-06,5e-06,6.3176e-21,3.1,3.1
144.33,0.084378,0.033413,0.068047,0.55974,0.8878,0.88767,0.88773,0.76426,0.32307,0.63179,0.85115,0.79769,0.83052,0.55814,0.7210199999999999,0.068047,0.0,3.7139999999999965e-06,5e-06,6.301899999999999e-21,3.1,3.1
144.53,0.085576,0.033297,0.069039,0.55898,0.88745,0.88732,0.88739,0.75959,0.31307,0.62636,0.86867,0.82043,0.85005,0.55847,0.71982,0.069039,0.0,3.6740000000000007e-06,5e-06,6.2869e-21,3.1,3.1
144.73,0.083728,0.032217,0.067612,0.55821,0.88711,0.88698,0.88705,0.73357,0.29687,0.60384,0.88021,0.83727,0.86366,0.55879,0.71862,0.067612,0.0,3.6340000000000007e-06,5e-06,6.2729e-21,3.1,3.1
144.93,0.078496,0.030115,0.063496,0.55745,0.88677,0.88664,0.88671,0.68144,0.27311,0.56046,0.88853,0.85092,0.87408,0.5591,0.71742,0.063496,0.0,3.5939999999999964e-06,5e-06,6.2588999999999985e-21,3.1,3.1
145.13,0.073332,0.027997,0.05941,0.55807,0.88643,0.8863,0.88637,0.62931,0.24934,0.51707,0.89685,0.86458,0.8845,0.5594,0.717,0.05941,0.0,3.5540000000000006e-06,5e-06,6.2449e-21,3.1,3.1
145.33,0.06812,0.025819,0.055259,0.55943,0.88609,0.88597,0.88603,0.57718,0.22557,0.47368,0.90518,0.87823,0.89491,0.55968,0.717,0.055259,0.0,3.5169999999999983e-06,5e-06,6.2311999999999994e-21,3.1,3.1
145.53,0.06215,0.023151,0.050332,0.5608,0.88575,0.88563,0.88569,0.52505,0.20181,0.43029,0.90472,0.8772,0.89424,0.55996,0.717,0.050332,0.0,3.484000000000001e-06,5e-06,6.2192e-21,3.1,3.1
145.73,0.054781,0.02051,0.044327,0.56216,0.88542,0.88529,0.88535,0.46389,0.18001,0.3805,0.89955,0.86827,0.8876,0.56023,0.717,0.044327,0.0,3.4410000000000014e-06,5e-06,6.2114e-21,3.1,3.1
145.93,0.047322,0.017925,0.038282,0.56353,0.88508,0.88495,0.88501,0.40171,0.15844,0.32999,0.89437,0.85934,0.88096,0.5605,0.717,0.038282,0.0,3.3939999999999962e-06,5e-06,6.2074e-21,3.1,3.1
146.13,0.039971,0.015402,0.032344,0.56598,0.88473,0.8846,0.88466,0.33954,0.13686,0.27949,0.88919,0.85041,0.87432,0.56076,0.71648,0.032344,0.0,3.354000000000001e-06,5e-06,6.2037e-21,3.1,3.1
146.33,0.032659,0.012916,0.026457,0.569,0.88438,0.88425,0.88431,0.27737,0.11529,0.22898,0.88402,0.84148,0.86768,0.56102,0.7156799999999999,0.026457,0.0,3.3139999999999966e-06,5e-06,6.2004e-21,3.1,3.1
146.53,0.067707,0.017807,0.053253,0.57203,0.88403,0.88391,0.88397,0.57496,0.15969,0.46166,0.87884,0.83255,0.86104,0.56127,0.71488,0.053253,0.0,3.2740000000000008e-06,5e-06,6.197700000000001e-21,3.1,3.1
146.73,0.073348,0.019615,0.057646,0.57506,0.88371,0.88359,0.88365,0.62283,0.17675,0.50064,0.87366,0.82361,0.8544,0.56153,0.71408,0.057646,0.0,3.2340000000000007e-06,5e-06,6.1947000000000005e-21,3.1,3.1
146.93,0.078978,0.021399,0.062013,0.57808,0.88338,0.88326,0.88332,0.67071,0.19381,0.53962,0.86848,0.81468,0.84776,0.56178,0.7132799999999999,0.062013,0.0,3.1939999999999964e-06,5e-06,6.1926999999999996e-21,3.1,3.1
147.13,0.084051,0.023012,0.065927,0.57733,0.88308,0.88296,0.88302,0.71858,0.21087,0.5786,0.86331,0.80575,0.84112,0.56204,0.71339,0.065927,0.0,3.1540000000000006e-06,5e-06,6.1917e-21,3.1,3.1
147.33,0.088751,0.024498,0.069527,0.57454,0.88284,0.88273,0.88278,0.76645,0.22793,0.61758,0.85813,0.79682,0.83448,0.56229,0.71399,0.069527,0.0,3.1139999999999964e-06,5e-06,6.19e-21,3.1,3.1
147.53,0.089371,0.025359,0.070013,0.57174,0.88261,0.88249,0.88255,0.77973,0.23962,0.62949,0.85295,0.78789,0.82783,0.56256,0.71459,0.070013,0.0,3.074000000000001e-06,5e-06,6.189e-21,3.1,3.1
147.73,0.089039,0.026475,0.070036,0.56895,0.88238,0.88226,0.88232,0.77438,0.24842,0.62684,0.85932,0.7968,0.83519,0.56283,0.71519,0.070036,0.0,3.0370000000000003e-06,5e-06,6.1854e-21,3.1,3.1
147.93,0.089331,0.027928,0.070675,0.56616,0.88214,0.88203,0.88208,0.76904,0.25722,0.62418,0.87192,0.81533,0.85008,0.5631,0.71579,0.070675,0.0,3.026999999999998e-06,5e-06,6.1600999999999975e-21,3.1,3.1
148.13,0.089887,0.029506,0.071526,0.56521,0.88191,0.88179,0.88185,0.76369,0.26602,0.62153,0.88451,0.83385,0.86496,0.56338,0.7165199999999999,0.071526,0.0,3.01e-06,5e-06,6.134100000000001e-21,3.1,3.1
148.33,0.090474,0.031136,0.072398,0.56526,0.88167,0.88156,0.88162,0.75834,0.27482,0.61888,0.89603,0.85122,0.87875,0.56367,0.7173200000000001,0.072398,0.0,2.996999999999998e-06,5e-06,6.108099999999998e-21,3.1,3.1
148.53,0.08563,0.031037,0.068966,0.5653,0.88144,0.88133,0.88138,0.71297,0.27035,0.58416,0.90147,0.86204,0.88632,0.56397,0.71812,0.068966,0.0,2.98e-06,5e-06,6.0824000000000005e-21,3.1,3.1
148.73,0.080176,0.030755,0.065037,0.56535,0.88121,0.8811,0.88115,0.66316,0.2644,0.54588,0.90691,0.87286,0.89388,0.56429,0.7189199999999999,0.065037,0.0,2.9670000000000006e-06,5e-06,6.0574000000000004e-21,3.1,3.1
148.93,0.074647,0.030456,0.061028,0.56539,0.88098,0.88086,0.88092,0.61334,0.25846,0.5076,0.91235,0.88368,0.90144,0.56461,0.71972,0.061028,0.0,2.956999999999998e-06,5e-06,6.032399999999997e-21,3.1,3.1
149.13,0.069056,0.030147,0.05695,0.56555,0.88074,0.88063,0.88069,0.56352,0.25251,0.46932,0.9178,0.89449,0.909,0.56495,0.7201299999999999,0.05695,0.0,2.9370000000000004e-06,5e-06,6.0090000000000004e-21,3.1,3.1
149.33,0.062807,0.02914,0.052127,0.56578,0.88051,0.8804,0.88046,0.51233,0.24431,0.42962,0.91714,0.89268,0.90789,0.56531,0.72033,0.052127,0.0,2.906999999999998e-06,5e-06,6.007200000000001e-21,3.1,3.1
149.53,0.055405,0.026409,0.046098,0.566,0.88028,0.88017,0.88023,0.45336,0.22331,0.38192,0.91319,0.88405,0.90211,0.56568,0.72053,0.046098,0.0,2.864000000000001e-06,5e-06,6.0167999999999994e-21,3.1,3.1
149.73,0.048052,0.023723,0.040134,0.56622,0.88005,0.87994,0.88,0.39439,0.20231,0.33421,0.90925,0.87543,0.89632,0.56606,0.72073,0.040134,0.0,2.824000000000001e-06,5e-06,6.0275e-21,3.1,3.1
149.93,0.040747,0.021081,0.034232,0.56644,0.87982,0.87971,0.87977,0.33542,0.1813,0.28651,0.9053,0.86681,0.89054,0.56647,0.72093,0.034232,0.0,2.7839999999999966e-06,5e-06,6.038800000000001e-21,3.1,3.1
150.13,0.033536,0.018508,0.028431,0.56745,0.87959,0.87948,0.87954,0.27645,0.1603,0.2388,0.90136,0.85818,0.88476,0.56689,0.7216499999999999,0.028431,0.0,2.7470000000000006e-06,5e-06,6.0505e-21,3.1,3.1
150.33,0.069652,0.022022,0.055381,0.56889,0.87935,0.87925,0.8793,0.57448,0.19193,0.46644,0.89741,0.84956,0.87897,0.56733,0.72265,0.055381,0.0,2.7139999999999964e-06,5e-06,6.062800000000001e-21,3.1,3.1
150.53,0.075119,0.025587,0.059964,0.57033,0.87911,0.879,0.87906,0.61987,0.22441,0.5064,0.89347,0.84094,0.87319,0.56779,0.72365,0.059964,0.0,2.674000000000001e-06,5e-06,6.0748e-21,3.1,3.1
150.73,0.080586,0.029108,0.064526,0.57177,0.87886,0.87876,0.87881,0.66526,0.2569,0.54636,0.88952,0.83232,0.86741,0.56827,0.7246499999999999,0.064526,0.0,2.634000000000001e-06,5e-06,6.0881e-21,3.1,3.1
150.93,0.086055,0.032582,0.069067,0.57321,0.87862,0.87851,0.87857,0.71065,0.28938,0.58631,0.88558,0.82369,0.86162,0.56877,0.72565,0.069067,0.0,2.596999999999998e-06,5e-06,6.100800000000001e-21,3.1,3.1
151.13,0.091843,0.036136,0.073841,0.57665,0.87837,0.87827,0.87832,0.75604,0.32187,0.62627,0.88164,0.81507,0.85584,0.5693,0.72587,0.073841,0.0,2.5670000000000006e-06,5e-06,6.1037e-21,3.1,3.1
151.33,0.095382,0.038956,0.076861,0.58116,0.87813,0.87803,0.87808,0.78122,0.34737,0.6501,0.87769,0.80645,0.85005,0.56985,0.7256699999999999,0.076861,0.0,2.5469999999999982e-06,5e-06,6.1027e-21,3.1,3.1
151.53,0.096134,0.041316,0.077993,0.58568,0.87788,0.87778,0.87783,0.77609,0.3624,0.64974,0.88203,0.81209,0.85489,0.57042,0.72547,0.077993,0.0,2.5170000000000006e-06,5e-06,6.1017000000000006e-21,3.1,3.1
151.73,0.097367,0.04415,0.079658,0.5902,0.87762,0.87752,0.87757,0.77096,0.37743,0.64938,0.89084,0.82541,0.86543,0.57102,0.72527,0.079658,0.0,2.4970000000000004e-06,5e-06,6.101e-21,3.1,3.1
151.93,0.098579,0.047082,0.081333,0.59471,0.87732,0.87722,0.87728,0.76583,0.39245,0.64901,0.89965,0.83873,0.87598,0.57164,0.72507,0.081333,0.0,2.466999999999998e-06,5e-06,6.1007e-21,3.1,3.1
152.13,0.099417,0.049933,0.082712,0.59699,0.87701,0.87692,0.87696,0.7607,0.40748,0.64865,0.90846,0.85206,0.88653,0.57229,0.7256499999999999,0.082712,0.0,2.4470000000000005e-06,5e-06,6.1e-21,3.1,3.1
152.33,0.097668,0.051104,0.081841,0.59806,0.87671,0.87662,0.87667,0.74077,0.41149,0.6351,0.91338,0.86062,0.89287,0.57297,0.72665,0.081841,0.0,2.426999999999998e-06,5e-06,6.101e-21,3.1,3.1
152.53,0.092009,0.04957,0.077553,0.59913,0.87641,0.87632,0.87637,0.69335,0.39504,0.59706,0.91622,0.86662,0.89694,0.57368,0.72765,0.077553,0.0,2.3970000000000005e-06,5e-06,6.101e-21,3.1,3.1
152.73,0.08627,0.047993,0.073184,0.6002,0.87612,0.87602,0.87607,0.64593,0.37859,0.55903,0.91905,0.87262,0.90101,0.57441,0.7286499999999999,0.073184,0.0,2.3770000000000007e-06,5e-06,6.102e-21,3.1,3.1
152.93,0.080446,0.046375,0.068738,0.60128,0.87583,0.87572,0.87577,0.59851,0.36214,0.52099,0.92189,0.87862,0.90508,0.57518,0.72965,0.068738,0.0,2.356999999999998e-06,5e-06,6.103e-21,3.1,3.1
153.13,0.074103,0.044454,0.063837,0.5988,0.87552,0.87543,0.87548,0.55109,0.34569,0.48295,0.92472,0.88462,0.90915,0.57598,0.73,0.063837,0.0,2.33e-06,5e-06,6.1031e-21,3.1,3.1
153.33,0.067055,0.041457,0.058126,0.59441,0.87523,0.87513,0.87518,0.50056,0.3229,0.44104,0.92668,0.88843,0.91183,0.5768,0.73,0.058126,0.0,2.316999999999998e-06,5e-06,6.0981e-21,3.1,3.1
153.53,0.058967,0.036445,0.051055,0.59002,0.87494,0.87484,0.87489,0.44426,0.28834,0.39194,0.92365,0.87981,0.90662,0.57767,0.73,0.051055,0.0,2.2970000000000006e-06,5e-06,6.0924e-21,3.1,3.1
153.73,0.051018,0.031573,0.044138,0.58564,0.87464,0.87455,0.87459,0.38795,0.25378,0.34284,0.92063,0.87119,0.9014,0.57856,0.73,0.044138,0.0,2.2770000000000004e-06,5e-06,6.0874e-21,3.1,3.1
153.93,0.043209,0.026841,0.037373,0.58125,0.87434,0.87425,0.8743,0.33164,0.21922,0.29374,0.9176,0.86258,0.89619,0.57949,0.73,0.037373,0.0,2.256999999999998e-06,5e-06,6.0830999999999994e-21,3.1,3.1
154.13,0.035526,0.022241,0.030745,0.57663,0.87406,0.87396,0.87401,0.27534,0.18466,0.24464,0.91458,0.85396,0.89098,0.58045,0.73026,0.030745,0.0,2.2470000000000007e-06,5e-06,6.0784e-21,3.1,3.1
154.33,0.073683,0.038023,0.061416,0.57189,0.87376,0.87367,0.87371,0.57681,0.32106,0.49485,0.91155,0.84534,0.88576,0.58146,0.73066,0.061416,0.0,2.226999999999998e-06,5e-06,6.0744e-21,3.1,3.1
154.53,0.078201,0.041612,0.06544,0.56715,0.87347,0.87339,0.87342,0.61834,0.35737,0.53395,0.90853,0.83673,0.88055,0.58249,0.7310599999999999,0.06544,0.0,2.2070000000000006e-06,5e-06,6.0704e-21,3.1,3.1
154.73,0.08262,0.045065,0.069351,0.56241,0.87318,0.87309,0.87314,0.65987,0.39367,0.57306,0.9055,0.82811,0.87534,0.58357,0.73146,0.069351,0.0,2.19e-06,5e-06,6.0664e-21,3.1,3.1
154.93,0.086975,0.048401,0.073177,0.55766,0.873,0.87292,0.87296,0.7014,0.42998,0.61216,0.90248,0.81949,0.87012,0.58468,0.73186,0.073177,0.0,2.176999999999998e-06,5e-06,6.0627e-21,3.1,3.1
155.13,0.091614,0.051822,0.077215,0.55491,0.87298,0.8729,0.87294,0.74294,0.46628,0.65126,0.89945,0.81087,0.86491,0.58581,0.732,0.077215,0.0,2.1570000000000007e-06,5e-06,6.0594e-21,3.1,3.1
155.33,0.096151,0.055209,0.081191,0.55322,0.87271,0.87263,0.87267,0.78214,0.50106,0.68832,0.89768,0.80479,0.86145,0.58697,0.732,0.081191,0.0,2.14e-06,5e-06,6.0564e-21,3.1,3.1
155.53,0.095993,0.056363,0.081494,0.55153,0.87244,0.87236,0.8724,0.77708,0.50686,0.68649,0.903,0.81309,0.86789,0.58815,0.732,0.081494,0.0,2.1270000000000006e-06,5e-06,6.0537000000000006e-21,3.1,3.1
155.73,0.095832,0.05753,0.081797,0.54984,0.87218,0.8721,0.87214,0.77203,0.51266,0.68467,0.90832,0.82139,0.87433,0.58934,0.732,0.081797,0.0,2.1070000000000003e-06,5e-06,6.0507000000000004e-21,3.1,3.1
155.93,0.095678,0.058717,0.082107,0.54815,0.87196,0.87188,0.87192,0.76697,0.51846,0.68284,0.91364,0.82968,0.88078,0.59053,0.732,0.082107,0.0,2.09e-06,5e-06,6.0486999999999995e-21,3.1,3.1
156.13,0.095636,0.059991,0.082517,0.54715,0.87174,0.87166,0.8717,0.76192,0.52426,0.68101,0.91896,0.83798,0.88722,0.59172,0.73161,0.082517,0.0,2.0770000000000006e-06,5e-06,6.0467e-21,3.1,3.1
156.33,0.095589,0.061275,0.082925,0.54652,0.87153,0.87145,0.87149,0.75686,0.53006,0.67919,0.92365,0.84565,0.89304,0.5929,0.7310099999999999,0.082925,0.0,2.0569999999999983e-06,5e-06,6.0447e-21,3.1,3.1
156.53,0.091187,0.059092,0.079345,0.54589,0.87142,0.87134,0.87138,0.72015,0.508,0.64733,0.92475,0.84976,0.8953,0.59407,0.73041,0.079345,0.0,2.0470000000000005e-06,5e-06,6.042700000000001e-21,3.1,3.1
156.73,0.085767,0.05607,0.074822,0.54526,0.87136,0.87128,0.87132,0.67552,0.47897,0.60796,0.92585,0.85388,0.89757,0.59522,0.72981,0.074822,0.0,2.0270000000000007e-06,5e-06,6.041e-21,3.1,3.1
156.93,0.080311,0.053004,0.070256,0.54463,0.87129,0.87122,0.87126,0.63089,0.44994,0.56859,0.92695,0.858,0.89983,0.59634,0.7292099999999999,0.070256,0.0,2.0169999999999982e-06,5e-06,6.0397e-21,3.1,3.1
157.13,0.074892,0.049937,0.065706,0.54449,0.87123,0.87116,0.87119,0.58626,0.42091,0.52922,0.92805,0.86211,0.90209,0.59744,0.72835,0.065706,0.0,1.9970000000000005e-06,5e-06,6.0387000000000004e-21,3.1,3.1
157.33,0.069461,0.046843,0.061137,0.54462,0.87117,0.8711,0.87113,0.54163,0.39188,0.48985,0.92915,0.86623,0.90436,0.59849,0.7273499999999999,0.061137,0.0,1.986999999999998e-06,5e-06,6.0354e-21,3.1,3.1
157.53,0.063422,0.042974,0.055904,0.54475,0.87111,0.87104,0.87107,0.49287,0.35743,0.44601,0.92984,0.86898,0.90584,0.59951,0.7263499999999999,0.055904,0.0,1.97e-06,5e-06,6.0314e-21,3.1,3.1
157.73,0.056661,0.038057,0.049812,0.54488,0.87105,0.87098,0.87101,0.43999,0.31756,0.3977,0.92821,0.86398,0.90288,0.60047,0.72535,0.049812,0.0,1.9570000000000005e-06,5e-06,6.0277000000000004e-21,3.1,3.1
157.93,0.049885,0.033167,0.043724,0.54501,0.87099,0.87092,0.87095,0.38711,0.27769,0.34939,0.92657,0.85899,0.89992,0.60138,0.7243499999999999,0.043724,0.0,1.946999999999998e-06,5e-06,6.0244e-21,3.1,3.1
158.13,0.043176,0.028359,0.037714,0.54618,0.87093,0.87086,0.8709,0.33422,0.23782,0.30108,0.92494,0.85399,0.89696,0.60223,0.7245199999999999,0.037714,0.0,1.93e-06,5e-06,6.0214e-21,3.1,3.1
158.33,0.036467,0.023587,0.03172,0.54791,0.87087,0.8708,0.87084,0.28134,0.19795,0.25277,0.9233,0.84899,0.894,0.60301,0.7253200000000001,0.03172,0.0,1.916999999999998e-06,5e-06,6.0177e-21,3.1,3.1
158.53,0.074221,0.04778,0.064452,0.54963,0.87082,0.87075,0.87078,0.57077,0.40135,0.51274,0.92167,0.844,0.89105,0.60372,0.72612,0.064452,0.0,1.9070000000000003e-06,5e-06,6.0154e-21,3.1,3.1
158.73,0.07956,0.051747,0.069224,0.55136,0.87076,0.87069,0.87073,0.60995,0.43514,0.54986,0.92003,0.839,0.88809,0.60435,0.7269199999999999,0.069224,0.0,1.89e-06,5e-06,6.0127e-21,3.1,3.1
158.93,0.084921,0.055695,0.073997,0.55309,0.87071,0.87064,0.87067,0.64914,0.46893,0.58697,0.9184,0.834,0.88513,0.60489,0.72772,0.073997,0.0,1.8769999999999983e-06,5e-06,6.009699999999999e-21,3.1,3.1
159.13,0.090312,0.059632,0.078785,0.55491,0.87065,0.87059,0.87062,0.68832,0.50272,0.62408,0.91676,0.829,0.88217,0.60534,0.72891,0.078785,0.0,1.8670000000000005e-06,5e-06,6.007700000000001e-21,3.1,3.1
159.33,0.095728,0.063551,0.083579,0.55679,0.8706,0.87053,0.87057,0.72751,0.5365,0.6612,0.91513,0.82401,0.87921,0.6057,0.73031,0.083579,0.0,1.8569999999999983e-06,5e-06,6.0057e-21,3.1,3.1
159.53,0.10123,0.067585,0.088477,0.55866,0.87055,0.87048,0.87052,0.7667,0.57029,0.69831,0.91417,0.82071,0.87733,0.60596,0.73171,0.088477,0.0,1.84e-06,5e-06,6.0037000000000004e-21,3.1,3.1
159.73,0.10339,0.069801,0.090665,0.56053,0.8705,0.87043,0.87047,0.77723,0.58196,0.70911,0.91704,0.82705,0.88153,0.6061,0.7331099999999999,0.090665,0.0,1.8270000000000005e-06,5e-06,6.0027e-21,3.1,3.1
159.93,0.10348,0.070595,0.091034,0.5624,0.87044,0.87038,0.87041,0.77234,0.58172,0.70573,0.91991,0.83338,0.88573,0.60614,0.73451,0.091034,0.0,1.8169999999999982e-06,5e-06,6.0006999999999995e-21,3.1,3.1
160.13,0.10335,0.071246,0.091212,0.56328,0.87034,0.87028,0.87031,0.76744,0.58147,0.70235,0.92278,0.83972,0.88993,0.60605,0.73422,0.091212,0.0,1.8070000000000004e-06,5e-06,5.9948e-21,3.1,3.1
160.33,0.1031,0.071814,0.091279,0.56362,0.87024,0.87018,0.87021,0.76255,0.58123,0.69897,0.92564,0.84606,0.89413,0.60583,0.7330199999999999,0.091279,0.0,1.7969999999999982e-06,5e-06,5.9870999999999994e-21,3.1,3.1
160.53,0.10282,0.072367,0.091322,0.56396,0.87014,0.87009,0.87011,0.75766,0.58098,0.6956,0.92851,0.85239,0.89833,0.60549,0.73182,0.091322,0.0,1.7870000000000004e-06,5e-06,5.9798e-21,3.1,3.1
160.73,0.1022,0.072663,0.091057,0.5643,0.87004,0.86999,0.87001,0.75086,0.5791,0.69042,0.9309,0.8583,0.90207,0.605,0.73062,0.091057,0.0,1.78e-06,5e-06,5.9728e-21,3.1,3.1
160.93,0.096336,0.068823,0.085981,0.56464,0.86994,0.86988,0.86991,0.70791,0.5462,0.651,0.93055,0.8618,0.90323,0.60437,0.72942,0.085981,0.0,1.77e-06,5e-06,5.9660999999999996e-21,3.1,3.1
161.13,0.090294,0.064822,0.080733,0.56402,0.86984,0.86978,0.86982,0.66496,0.5133,0.61158,0.9302,0.86529,0.90439,0.60359,0.7300399999999999,0.080733,0.0,1.76e-06,5e-06,5.9591000000000006e-21,3.1,3.1
161.33,0.084177,0.060729,0.0754,0.5629,0.86974,0.86969,0.86972,0.62201,0.48039,0.57217,0.92985,0.86878,0.90555,0.60266,0.7316400000000001,0.0754,0.0,1.75e-06,5e-06,5.9530999999999995e-21,3.1,3.1
161.53,0.078079,0.05661,0.070065,0.56177,0.86965,0.86959,0.86961,0.57906,0.44749,0.53275,0.92951,0.87227,0.90671,0.60158,0.73324,0.070065,0.0,1.74e-06,5e-06,5.9471000000000006e-21,3.1,3.1
161.73,0.072003,0.05247,0.064732,0.56064,0.86955,0.86948,0.86951,0.53611,0.41458,0.49333,0.92916,0.87577,0.90787,0.60035,0.7348399999999999,0.064732,0.0,1.73e-06,5e-06,5.9411e-21,3.1,3.1
161.93,0.065567,0.047981,0.059041,0.55952,0.86945,0.86938,0.86942,0.49026,0.37906,0.45112,0.92881,0.87926,0.90903,0.599,0.7364400000000001,0.059041,0.0,1.72e-06,5e-06,5.9351e-21,3.1,3.1
162.13,0.058744,0.042936,0.05288,0.55802,0.86934,0.86928,0.86932,0.44149,0.34093,0.40611,0.92852,0.87901,0.90875,0.59752,0.73778,0.05288,0.0,1.7170000000000005e-06,5e-06,5.9275e-21,3.1,3.1
162.33,0.051959,0.037831,0.046711,0.55631,0.86925,0.86919,0.86922,0.39272,0.30279,0.3611,0.92826,0.87676,0.90769,0.59593,0.7389800000000001,0.046711,0.0,1.7069999999999982e-06,5e-06,5.918799999999999e-21,3.1,3.1
162.53,0.045238,0.032795,0.040611,0.55461,0.86915,0.86909,0.86912,0.34396,0.26466,0.31609,0.92799,0.8745,0.90663,0.59423,0.74018,0.040611,0.0,1.7e-06,5e-06,5.9108e-21,3.1,3.1
162.73,0.038583,0.027831,0.034582,0.55291,0.86905,0.86899,0.86902,0.29519,0.22652,0.27108,0.92773,0.87225,0.90556,0.59244,0.7413799999999999,0.034582,0.0,1.69e-06,5e-06,5.9028000000000004e-21,3.1,3.1
162.93,0.032,0.022942,0.028627,0.55121,0.86893,0.86887,0.8689,0.24643,0.18838,0.22607,0.92747,0.86999,0.9045,0.59056,0.74258,0.028627,0.0,1.6869999999999982e-06,5e-06,5.894799999999999e-21,3.1,3.1
163.13,0.076927,0.055188,0.068813,0.54999,0.86881,0.86875,0.86878,0.59585,0.45686,0.54708,0.9272,0.86774,0.90344,0.58861,0.74326,0.068813,0.0,1.6770000000000004e-06,5e-06,5.8868e-21,3.1,3.1
163.33,0.081199,0.058546,0.072713,0.54904,0.86869,0.86863,0.86866,0.63244,0.48848,0.58182,0.92694,0.86548,0.90238,0.58658,0.74366,0.072713,0.0,1.67e-06,5e-06,5.879799999999999e-21,3.1,3.1
163.53,0.085384,0.061821,0.076527,0.54808,0.86848,0.86842,0.86845,0.66902,0.5201,0.61655,0.92668,0.86323,0.90132,0.5845,0.7440599999999999,0.076527,0.0,1.66e-06,5e-06,5.8721000000000004e-21,3.1,3.1
163.73,0.089493,0.06502,0.080265,0.54712,0.86823,0.86817,0.8682,0.7056,0.55172,0.65129,0.92642,0.86097,0.90025,0.58237,0.74446,0.080265,0.0,1.6570000000000004e-06,5e-06,5.865100000000001e-21,3.1,3.1
163.93,0.09354,0.068155,0.083937,0.54617,0.86798,0.86793,0.86795,0.74218,0.58333,0.68602,0.92615,0.85872,0.89919,0.5802,0.74486,0.083937,0.0,1.6469999999999982e-06,5e-06,5.8580999999999995e-21,3.1,3.1
164.13,0.097732,0.071686,0.08788,0.54582,0.86773,0.86768,0.86771,0.77876,0.61495,0.72076,0.92681,0.86104,0.9005,0.578,0.74474,0.08788,0.0,1.64e-06,5e-06,5.8511000000000006e-21,3.1,3.1
